pmid,title,authors,journal,publication_date,doi,abstract,topic,citation_count,impact_factor,score,rank
41839763,Drug repurposing in oncology: Bridging computational discovery to clinical application.,Sugumar Baskar; N Rajendra Prasad,International journal of cancer,2026-03-16T00:00:00,10.1002/ijc.70429,"Drug repurposing, the identification of new therapeutic applications for existing drugs, has emerged as a pragmatic and cost-efficient strategy to accelerate oncology drug discovery. Faced with rising development costs, protracted timelines, and high attrition rates associated with traditional de novo drug development, repurposing leverages known pharmacokinetics, safety profiles, and manufacturing processes to expedite clinical translation. This review synthesizes current advances in computational and experimental methodologies and mechanistic insights that drive drug repurposing for cancer therapy. In silico strategies, including molecular docking, machine learning, transcriptomic-proteomic signature reversal, and network-based modeling, have enabled rapid identification of repurposable agents by mining multi-omics and historical pharmacological data. Experimental pipelines spanning high-throughput screening, phenotypic assays, biochemical validations, and functional animal models remain essential to establish efficacy and delineate mechanisms of action. Notably, repurposed drugs exhibit anticancer activity by modulating key pathways, including phosphatidylinositol 3-kinase/Ak strain transforming/mechanistic target of rapamycin, mitogen-activated protein kinase/extracellular signal-regulated kinase, wingless-related integration site/β-catenin signaling, as well as redox homeostasis and DNA response. Despite their promise, repurposed candidates face barriers including limited intellectual property protections, dose optimization challenges, and regulatory uncertainty. Moreover, clinical translation is often hindered by insufficient mechanistic understanding and a lack of predictive biomarkers. Integration of multi-omics datasets, explainable artificial intelligence, patient-derived organoids, and clustered regularly interspaced short palindromic repeats-based genetic screens now offers unprecedented precision in identifying context-specific drug effects and synthetic lethal interactions. With cancer causing one in six global deaths and marked by therapeutic resistance and molecular heterogeneity, drug repurposing provides a scalable solution. This approach bridged preclinical insight with clinical application, potentially transforming cancer therapeutics through rational, data-driven innovation.",ai-drug-discovery,0,144.85645161290321,56.43095890410959,2
41845912,"Exosomes in diabetic kidney disease: pathogenesis, biomarker discovery, and emerging therapeutics-a comprehensive systematic review.",Lin Ding; Zuolin Li; Yan Xia; Shan Liu; Mingxia Zhang; Lunzhi Liu,Renal failure,2026-03-17T00:00:00,10.1080/0886022X.2026.2640720,"Diabetic kidney disease (DKD), characterized by progressive renal dysfunction, is a prevalent microvascular complication of diabetes mellitus and a leading cause of end-stage renal disease worldwide. Despite advances in glycemic and blood pressure control, the incidence and prevalence of DKD continue to escalate, posing a growing public health challenge. Extracellular vesicles, particularly exosomes, are nanometer-sized vesicles secreted by diverse cells and have emerged as key regulators of intercellular communication. By transferring molecular cargo-including proteins, lipids, and nucleic acids-they exert pleiotropic effects on cellular homeostasis and participate in both physiological and pathological processes. Accumulating evidence has revealed dynamic alterations in the quantity and composition of urinary exosomes under diabetic conditions, implicating these vesicles in the multifactorial pathogenesis of DKD and highlighting their promise as liquid biopsy biomarkers for DKD. This review provides a comprehensive overview of the landscape of research on exosomes in DKD. We elucidate their roles in molecular pathology, investigate their potential for diagnostic and prognostic biomarker discovery powered by multi-omics and machine learning approaches, and examine their implications for therapeutic applications, including their use as drug delivery vehicles and direct therapeutic agents. Looking forward, we highlight critical research gaps and future directions, emphasizing the need for artificial intelligence (AI)-integrated multi-omics analyses to decipher exosome heterogeneity, large-scale multicenter trials to validate biomarker efficacy, and innovative strategies to overcome barriers in clinical translation, ultimately paving the way for personalized medicine in DKD management.",ai-drug-discovery,0,49.45263157894736,54.60848821708082,3
40770436,Data-driven de novo design of super-adhesive hydrogels.,Hongguang Liao; Sheng Hu; Hu Yang; Lei Wang; Shinya Tanaka; Ichigaku Takigawa; Wei Li; Hailong Fan; Jian Ping Gong,Nature,2025-08-06T00:00:00,10.1038/s41586-025-09269-4,"Data-driven methodologies have transformed the discovery and prediction of hard materials with well-defined atomic structures by leveraging standardized datasets, enabling accurate property predictions and facilitating efficient exploration of design spaces<sup>1-3</sup>. However, their application to soft materials remains challenging because of complex, multiscale structure-property relationships<sup>4-6</sup>. Here we present a data-driven approach that integrates data mining, experimentation and machine learning to design high-performance adhesive hydrogels from scratch, tailored for demanding underwater environments. By leveraging protein databases, we developed a descriptor strategy to statistically replicate protein sequence patterns in polymer strands by ideal random copolymerization, enabling targeted hydrogel design and dataset construction. Using machine learning, we optimized hydrogel formulations from an initial dataset of 180 bioinspired hydrogels, achieving remarkable improvements in adhesive strength, with a maximum value exceeding 1 MPa. These super-adhesive hydrogels hold immense potential across diverse applications, from biomedical engineering to deep-sea exploration, marking a notable advancement in data-driven innovation for soft materials.",de-novo-protein-design,56,64.8,76.14964760324803,1
40702261,Integrated biotechnological and AI innovations for crop improvement.,Guotian Li; Linna An; Wanneng Yang; Lei Yang; Tong Wei; Jiawei Shi; Jianglin Wang; John H Doonan; Kabin Xie; Alisdair R Fernie; Evans S Lagudah; Rod A Wing; Caixia Gao,Nature,2025-07-23T00:00:00,10.1038/s41586-025-09122-8,"Crops provide food, clothing and other important products for the global population. To meet the demands of a growing population, substantial improvements are required in crop yield, quality and production sustainability. However, these goals are constrained by various environmental factors and limited genetic resources. Overcoming these limitations requires a paradigm shift in crop improvement by fully leveraging natural genetic diversity alongside biotechnological approaches such as genome editing and the heterologous expression of designed proteins, coupled with multimodal data integration. In this Review, we provide an in-depth analysis of integrated uses of omics technologies, genome editing, protein design and high-throughput phenotyping, in crop improvement, supported by artificial intelligence-enabled tools. We discuss the emerging applications and current challenges of these technologies in crop improvement. Finally, we present a perspective on how elite alleles generated through these technologies can be incorporated into the genomes of existing and de novo domesticated crops, aided by a proposed artificial intelligence model. We suggest that integrating these technologies with agricultural practices will lead to a new revolution in crop improvement, contributing to global food security in a sustainable manner.",de-novo-protein-design,46,64.8,72.89470037696319,2
41261132,Semantic design of functional de novo genes from a genomic language model.,Aditi T Merchant; Samuel H King; Eric Nguyen; Brian L Hie,Nature,2025-11-19T00:00:00,10.1038/s41586-025-09749-7,"Generative genomic models can design increasingly complex biological systems<sup>1</sup>. However, controlling these models to generate novel sequences with desired functions remains challenging. Here, we show that Evo, a genomic language model, can leverage genomic context to perform function-guided design that accesses novel regions of sequence space. By learning semantic relationships across prokaryotic genes<sup>2</sup>, Evo enables a genomic 'autocomplete' in which a DNA prompt encoding genomic context for a function of interest guides the generation of novel sequences enriched for related functions, which we refer to as 'semantic design'. We validate this approach by experimentally testing the activity of generated anti-CRISPR proteins and type II and III toxin-antitoxin systems, including de novo genes with no significant sequence similarity to natural proteins. In-context design of proteins and non-coding RNAs with Evo achieves robust activity and high experimental success rates even in the absence of structural priors, known evolutionary conservation or task-specific fine-tuning. We then use Evo to complete millions of prompts to produce SynGenome, a database containing over 120 billion base pairs of artificial intelligence-generated genomic sequences that enables semantic design across many functions. More broadly, these results demonstrate that generative genomics with biological language models can extend beyond natural sequences.",de-novo-protein-design,9,64.8,68.60839068056697,3
41827654,Artificial Intelligence-Driven Natural Product Discovery for Cancer Metastasis and Chemoresistance: From Computational Prediction to Preclinical Validation.,Mohamed Ali Hussein; Gnanasekar Munirathinam,Cancers,2026-02-24T00:00:00,10.3390/cancers18050719,"Cancer metastasis and chemoresistance are primary reasons for cancer-related mortality. Current therapeutic options rely mostly on single-target drugs, which often fail to exhibit long-lasting remission of the disease progression due to the complexity of metastasis and resistance mechanisms. Natural products (NPs) possess inherent structural diversity, rendering them suitable as multi-target agents. The utilization of NPs is often impeded in treating complex diseases such as cancer, even though approximately 65% of approved anticancer drugs are NP derivatives, or synthetic derivatives containing NP-pharmacophores, due to various factors, including poor aqueous solubility and variable oral bioavailability, structural complexity, synthetic inaccessibility, and stereochemical diversity that confounds structure-activity relationship analyses. This review discusses how integrating artificial intelligence (AI) and machine learning (ML) with chemoinformatics can identify, prioritize, and experimentally validate NPs, potentially paving the way for new drugs that address intricate processes such as metastasis and resistance. We summarize the recent computational advances in the field, including graph neural networks, attention mechanisms, Siamese networks, virtual screening, and network pharmacology. These advancements address ADMET optimization, molecular representation, virtual screening, network pharmacology, and experimental validation. We emphasize how each of these approaches tackles the unique challenges associated with NPs. We contextualize our review within the specific challenges presented by the chemical space of NPs. Additionally, we analyze real-world case studies of successful AI-assisted NP discovery and categorize the quality of evidence into three levels: Level A, which includes in vivo efficacy with mechanistic details; Level B, which consists of in vitro validation of mechanisms and phenotypes; and Level C, which represents computational hypotheses that are awaiting experimental verification. Additionally, we propose an operational framework for selecting suitable AI methodologies based on available data, target characterization, and validation resources. Finally, we emphasize the limitations and future directions in AI-facilitated NP discovery.",ai-drug-discovery,0,136.41923076923078,57.97383561643836,1
41839763,Drug repurposing in oncology: Bridging computational discovery to clinical application.,Sugumar Baskar; N Rajendra Prasad,International journal of cancer,2026-03-16T00:00:00,10.1002/ijc.70429,"Drug repurposing, the identification of new therapeutic applications for existing drugs, has emerged as a pragmatic and cost-efficient strategy to accelerate oncology drug discovery. Faced with rising development costs, protracted timelines, and high attrition rates associated with traditional de novo drug development, repurposing leverages known pharmacokinetics, safety profiles, and manufacturing processes to expedite clinical translation. This review synthesizes current advances in computational and experimental methodologies and mechanistic insights that drive drug repurposing for cancer therapy. In silico strategies, including molecular docking, machine learning, transcriptomic-proteomic signature reversal, and network-based modeling, have enabled rapid identification of repurposable agents by mining multi-omics and historical pharmacological data. Experimental pipelines spanning high-throughput screening, phenotypic assays, biochemical validations, and functional animal models remain essential to establish efficacy and delineate mechanisms of action. Notably, repurposed drugs exhibit anticancer activity by modulating key pathways, including phosphatidylinositol 3-kinase/Ak strain transforming/mechanistic target of rapamycin, mitogen-activated protein kinase/extracellular signal-regulated kinase, wingless-related integration site/β-catenin signaling, as well as redox homeostasis and DNA response. Despite their promise, repurposed candidates face barriers including limited intellectual property protections, dose optimization challenges, and regulatory uncertainty. Moreover, clinical translation is often hindered by insufficient mechanistic understanding and a lack of predictive biomarkers. Integration of multi-omics datasets, explainable artificial intelligence, patient-derived organoids, and clustered regularly interspaced short palindromic repeats-based genetic screens now offers unprecedented precision in identifying context-specific drug effects and synthetic lethal interactions. With cancer causing one in six global deaths and marked by therapeutic resistance and molecular heterogeneity, drug repurposing provides a scalable solution. This approach bridged preclinical insight with clinical application, potentially transforming cancer therapeutics through rational, data-driven innovation.",ai-drug-discovery,0,144.85645161290321,56.42109589041096,2
41845912,"Exosomes in diabetic kidney disease: pathogenesis, biomarker discovery, and emerging therapeutics-a comprehensive systematic review.",Lin Ding; Zuolin Li; Yan Xia; Shan Liu; Mingxia Zhang; Lunzhi Liu,Renal failure,2026-03-17T00:00:00,10.1080/0886022X.2026.2640720,"Diabetic kidney disease (DKD), characterized by progressive renal dysfunction, is a prevalent microvascular complication of diabetes mellitus and a leading cause of end-stage renal disease worldwide. Despite advances in glycemic and blood pressure control, the incidence and prevalence of DKD continue to escalate, posing a growing public health challenge. Extracellular vesicles, particularly exosomes, are nanometer-sized vesicles secreted by diverse cells and have emerged as key regulators of intercellular communication. By transferring molecular cargo-including proteins, lipids, and nucleic acids-they exert pleiotropic effects on cellular homeostasis and participate in both physiological and pathological processes. Accumulating evidence has revealed dynamic alterations in the quantity and composition of urinary exosomes under diabetic conditions, implicating these vesicles in the multifactorial pathogenesis of DKD and highlighting their promise as liquid biopsy biomarkers for DKD. This review provides a comprehensive overview of the landscape of research on exosomes in DKD. We elucidate their roles in molecular pathology, investigate their potential for diagnostic and prognostic biomarker discovery powered by multi-omics and machine learning approaches, and examine their implications for therapeutic applications, including their use as drug delivery vehicles and direct therapeutic agents. Looking forward, we highlight critical research gaps and future directions, emphasizing the need for artificial intelligence (AI)-integrated multi-omics analyses to decipher exosome heterogeneity, large-scale multicenter trials to validate biomarker efficacy, and innovative strategies to overcome barriers in clinical translation, ultimately paving the way for personalized medicine in DKD management.",ai-drug-discovery,0,49.45263157894736,54.598625203382184,3
40770436,Data-driven de novo design of super-adhesive hydrogels.,Hongguang Liao; Sheng Hu; Hu Yang; Lei Wang; Shinya Tanaka; Ichigaku Takigawa; Wei Li; Hailong Fan; Jian Ping Gong,Nature,2025-08-06T00:00:00,10.1038/s41586-025-09269-4,"Data-driven methodologies have transformed the discovery and prediction of hard materials with well-defined atomic structures by leveraging standardized datasets, enabling accurate property predictions and facilitating efficient exploration of design spaces<sup>1-3</sup>. However, their application to soft materials remains challenging because of complex, multiscale structure-property relationships<sup>4-6</sup>. Here we present a data-driven approach that integrates data mining, experimentation and machine learning to design high-performance adhesive hydrogels from scratch, tailored for demanding underwater environments. By leveraging protein databases, we developed a descriptor strategy to statistically replicate protein sequence patterns in polymer strands by ideal random copolymerization, enabling targeted hydrogel design and dataset construction. Using machine learning, we optimized hydrogel formulations from an initial dataset of 180 bioinspired hydrogels, achieving remarkable improvements in adhesive strength, with a maximum value exceeding 1 MPa. These super-adhesive hydrogels hold immense potential across diverse applications, from biomedical engineering to deep-sea exploration, marking a notable advancement in data-driven innovation for soft materials.",de-novo-protein-design,56,64.8,76.1397845895494,1
40702261,Integrated biotechnological and AI innovations for crop improvement.,Guotian Li; Linna An; Wanneng Yang; Lei Yang; Tong Wei; Jiawei Shi; Jianglin Wang; John H Doonan; Kabin Xie; Alisdair R Fernie; Evans S Lagudah; Rod A Wing; Caixia Gao,Nature,2025-07-23T00:00:00,10.1038/s41586-025-09122-8,"Crops provide food, clothing and other important products for the global population. To meet the demands of a growing population, substantial improvements are required in crop yield, quality and production sustainability. However, these goals are constrained by various environmental factors and limited genetic resources. Overcoming these limitations requires a paradigm shift in crop improvement by fully leveraging natural genetic diversity alongside biotechnological approaches such as genome editing and the heterologous expression of designed proteins, coupled with multimodal data integration. In this Review, we provide an in-depth analysis of integrated uses of omics technologies, genome editing, protein design and high-throughput phenotyping, in crop improvement, supported by artificial intelligence-enabled tools. We discuss the emerging applications and current challenges of these technologies in crop improvement. Finally, we present a perspective on how elite alleles generated through these technologies can be incorporated into the genomes of existing and de novo domesticated crops, aided by a proposed artificial intelligence model. We suggest that integrating these technologies with agricultural practices will lead to a new revolution in crop improvement, contributing to global food security in a sustainable manner.",de-novo-protein-design,47,64.8,73.0067314519699,2
41261132,Semantic design of functional de novo genes from a genomic language model.,Aditi T Merchant; Samuel H King; Eric Nguyen; Brian L Hie,Nature,2025-11-19T00:00:00,10.1038/s41586-025-09749-7,"Generative genomic models can design increasingly complex biological systems<sup>1</sup>. However, controlling these models to generate novel sequences with desired functions remains challenging. Here, we show that Evo, a genomic language model, can leverage genomic context to perform function-guided design that accesses novel regions of sequence space. By learning semantic relationships across prokaryotic genes<sup>2</sup>, Evo enables a genomic 'autocomplete' in which a DNA prompt encoding genomic context for a function of interest guides the generation of novel sequences enriched for related functions, which we refer to as 'semantic design'. We validate this approach by experimentally testing the activity of generated anti-CRISPR proteins and type II and III toxin-antitoxin systems, including de novo genes with no significant sequence similarity to natural proteins. In-context design of proteins and non-coding RNAs with Evo achieves robust activity and high experimental success rates even in the absence of structural priors, known evolutionary conservation or task-specific fine-tuning. We then use Evo to complete millions of prompts to produce SynGenome, a database containing over 120 billion base pairs of artificial intelligence-generated genomic sequences that enables semantic design across many functions. More broadly, these results demonstrate that generative genomics with biological language models can extend beyond natural sequences.",de-novo-protein-design,9,64.8,68.59852766686834,3
41827654,Artificial Intelligence-Driven Natural Product Discovery for Cancer Metastasis and Chemoresistance: From Computational Prediction to Preclinical Validation.,Mohamed Ali Hussein; Gnanasekar Munirathinam,Cancers,2026-02-24T00:00:00,10.3390/cancers18050719,"Cancer metastasis and chemoresistance are primary reasons for cancer-related mortality. Current therapeutic options rely mostly on single-target drugs, which often fail to exhibit long-lasting remission of the disease progression due to the complexity of metastasis and resistance mechanisms. Natural products (NPs) possess inherent structural diversity, rendering them suitable as multi-target agents. The utilization of NPs is often impeded in treating complex diseases such as cancer, even though approximately 65% of approved anticancer drugs are NP derivatives, or synthetic derivatives containing NP-pharmacophores, due to various factors, including poor aqueous solubility and variable oral bioavailability, structural complexity, synthetic inaccessibility, and stereochemical diversity that confounds structure-activity relationship analyses. This review discusses how integrating artificial intelligence (AI) and machine learning (ML) with chemoinformatics can identify, prioritize, and experimentally validate NPs, potentially paving the way for new drugs that address intricate processes such as metastasis and resistance. We summarize the recent computational advances in the field, including graph neural networks, attention mechanisms, Siamese networks, virtual screening, and network pharmacology. These advancements address ADMET optimization, molecular representation, virtual screening, network pharmacology, and experimental validation. We emphasize how each of these approaches tackles the unique challenges associated with NPs. We contextualize our review within the specific challenges presented by the chemical space of NPs. Additionally, we analyze real-world case studies of successful AI-assisted NP discovery and categorize the quality of evidence into three levels: Level A, which includes in vivo efficacy with mechanistic details; Level B, which consists of in vitro validation of mechanisms and phenotypes; and Level C, which represents computational hypotheses that are awaiting experimental verification. Additionally, we propose an operational framework for selecting suitable AI methodologies based on available data, target characterization, and validation resources. Finally, we emphasize the limitations and future directions in AI-facilitated NP discovery.",ai-drug-discovery,0,136.41923076923078,57.96397260273973,1
41839763,Drug repurposing in oncology: Bridging computational discovery to clinical application.,Sugumar Baskar; N Rajendra Prasad,International journal of cancer,2026-03-16T00:00:00,10.1002/ijc.70429,"Drug repurposing, the identification of new therapeutic applications for existing drugs, has emerged as a pragmatic and cost-efficient strategy to accelerate oncology drug discovery. Faced with rising development costs, protracted timelines, and high attrition rates associated with traditional de novo drug development, repurposing leverages known pharmacokinetics, safety profiles, and manufacturing processes to expedite clinical translation. This review synthesizes current advances in computational and experimental methodologies and mechanistic insights that drive drug repurposing for cancer therapy. In silico strategies, including molecular docking, machine learning, transcriptomic-proteomic signature reversal, and network-based modeling, have enabled rapid identification of repurposable agents by mining multi-omics and historical pharmacological data. Experimental pipelines spanning high-throughput screening, phenotypic assays, biochemical validations, and functional animal models remain essential to establish efficacy and delineate mechanisms of action. Notably, repurposed drugs exhibit anticancer activity by modulating key pathways, including phosphatidylinositol 3-kinase/Ak strain transforming/mechanistic target of rapamycin, mitogen-activated protein kinase/extracellular signal-regulated kinase, wingless-related integration site/β-catenin signaling, as well as redox homeostasis and DNA response. Despite their promise, repurposed candidates face barriers including limited intellectual property protections, dose optimization challenges, and regulatory uncertainty. Moreover, clinical translation is often hindered by insufficient mechanistic understanding and a lack of predictive biomarkers. Integration of multi-omics datasets, explainable artificial intelligence, patient-derived organoids, and clustered regularly interspaced short palindromic repeats-based genetic screens now offers unprecedented precision in identifying context-specific drug effects and synthetic lethal interactions. With cancer causing one in six global deaths and marked by therapeutic resistance and molecular heterogeneity, drug repurposing provides a scalable solution. This approach bridged preclinical insight with clinical application, potentially transforming cancer therapeutics through rational, data-driven innovation.",ai-drug-discovery,0,144.85645161290321,56.41123287671233,2
41845912,"Exosomes in diabetic kidney disease: pathogenesis, biomarker discovery, and emerging therapeutics-a comprehensive systematic review.",Lin Ding; Zuolin Li; Yan Xia; Shan Liu; Mingxia Zhang; Lunzhi Liu,Renal failure,2026-03-17T00:00:00,10.1080/0886022X.2026.2640720,"Diabetic kidney disease (DKD), characterized by progressive renal dysfunction, is a prevalent microvascular complication of diabetes mellitus and a leading cause of end-stage renal disease worldwide. Despite advances in glycemic and blood pressure control, the incidence and prevalence of DKD continue to escalate, posing a growing public health challenge. Extracellular vesicles, particularly exosomes, are nanometer-sized vesicles secreted by diverse cells and have emerged as key regulators of intercellular communication. By transferring molecular cargo-including proteins, lipids, and nucleic acids-they exert pleiotropic effects on cellular homeostasis and participate in both physiological and pathological processes. Accumulating evidence has revealed dynamic alterations in the quantity and composition of urinary exosomes under diabetic conditions, implicating these vesicles in the multifactorial pathogenesis of DKD and highlighting their promise as liquid biopsy biomarkers for DKD. This review provides a comprehensive overview of the landscape of research on exosomes in DKD. We elucidate their roles in molecular pathology, investigate their potential for diagnostic and prognostic biomarker discovery powered by multi-omics and machine learning approaches, and examine their implications for therapeutic applications, including their use as drug delivery vehicles and direct therapeutic agents. Looking forward, we highlight critical research gaps and future directions, emphasizing the need for artificial intelligence (AI)-integrated multi-omics analyses to decipher exosome heterogeneity, large-scale multicenter trials to validate biomarker efficacy, and innovative strategies to overcome barriers in clinical translation, ultimately paving the way for personalized medicine in DKD management.",ai-drug-discovery,0,49.45263157894736,54.58876218968355,3
40770436,Data-driven de novo design of super-adhesive hydrogels.,Hongguang Liao; Sheng Hu; Hu Yang; Lei Wang; Shinya Tanaka; Ichigaku Takigawa; Wei Li; Hailong Fan; Jian Ping Gong,Nature,2025-08-06T00:00:00,10.1038/s41586-025-09269-4,"Data-driven methodologies have transformed the discovery and prediction of hard materials with well-defined atomic structures by leveraging standardized datasets, enabling accurate property predictions and facilitating efficient exploration of design spaces<sup>1-3</sup>. However, their application to soft materials remains challenging because of complex, multiscale structure-property relationships<sup>4-6</sup>. Here we present a data-driven approach that integrates data mining, experimentation and machine learning to design high-performance adhesive hydrogels from scratch, tailored for demanding underwater environments. By leveraging protein databases, we developed a descriptor strategy to statistically replicate protein sequence patterns in polymer strands by ideal random copolymerization, enabling targeted hydrogel design and dataset construction. Using machine learning, we optimized hydrogel formulations from an initial dataset of 180 bioinspired hydrogels, achieving remarkable improvements in adhesive strength, with a maximum value exceeding 1 MPa. These super-adhesive hydrogels hold immense potential across diverse applications, from biomedical engineering to deep-sea exploration, marking a notable advancement in data-driven innovation for soft materials.",de-novo-protein-design,56,64.8,76.12992157585077,1
40702261,Integrated biotechnological and AI innovations for crop improvement.,Guotian Li; Linna An; Wanneng Yang; Lei Yang; Tong Wei; Jiawei Shi; Jianglin Wang; John H Doonan; Kabin Xie; Alisdair R Fernie; Evans S Lagudah; Rod A Wing; Caixia Gao,Nature,2025-07-23T00:00:00,10.1038/s41586-025-09122-8,"Crops provide food, clothing and other important products for the global population. To meet the demands of a growing population, substantial improvements are required in crop yield, quality and production sustainability. However, these goals are constrained by various environmental factors and limited genetic resources. Overcoming these limitations requires a paradigm shift in crop improvement by fully leveraging natural genetic diversity alongside biotechnological approaches such as genome editing and the heterologous expression of designed proteins, coupled with multimodal data integration. In this Review, we provide an in-depth analysis of integrated uses of omics technologies, genome editing, protein design and high-throughput phenotyping, in crop improvement, supported by artificial intelligence-enabled tools. We discuss the emerging applications and current challenges of these technologies in crop improvement. Finally, we present a perspective on how elite alleles generated through these technologies can be incorporated into the genomes of existing and de novo domesticated crops, aided by a proposed artificial intelligence model. We suggest that integrating these technologies with agricultural practices will lead to a new revolution in crop improvement, contributing to global food security in a sustainable manner.",de-novo-protein-design,47,64.8,72.99686843827128,2
41261132,Semantic design of functional de novo genes from a genomic language model.,Aditi T Merchant; Samuel H King; Eric Nguyen; Brian L Hie,Nature,2025-11-19T00:00:00,10.1038/s41586-025-09749-7,"Generative genomic models can design increasingly complex biological systems<sup>1</sup>. However, controlling these models to generate novel sequences with desired functions remains challenging. Here, we show that Evo, a genomic language model, can leverage genomic context to perform function-guided design that accesses novel regions of sequence space. By learning semantic relationships across prokaryotic genes<sup>2</sup>, Evo enables a genomic 'autocomplete' in which a DNA prompt encoding genomic context for a function of interest guides the generation of novel sequences enriched for related functions, which we refer to as 'semantic design'. We validate this approach by experimentally testing the activity of generated anti-CRISPR proteins and type II and III toxin-antitoxin systems, including de novo genes with no significant sequence similarity to natural proteins. In-context design of proteins and non-coding RNAs with Evo achieves robust activity and high experimental success rates even in the absence of structural priors, known evolutionary conservation or task-specific fine-tuning. We then use Evo to complete millions of prompts to produce SynGenome, a database containing over 120 billion base pairs of artificial intelligence-generated genomic sequences that enables semantic design across many functions. More broadly, these results demonstrate that generative genomics with biological language models can extend beyond natural sequences.",de-novo-protein-design,10,64.8,69.1404872773548,3
41827654,Artificial Intelligence-Driven Natural Product Discovery for Cancer Metastasis and Chemoresistance: From Computational Prediction to Preclinical Validation.,Mohamed Ali Hussein; Gnanasekar Munirathinam,Cancers,2026-02-24T00:00:00,10.3390/cancers18050719,"Cancer metastasis and chemoresistance are primary reasons for cancer-related mortality. Current therapeutic options rely mostly on single-target drugs, which often fail to exhibit long-lasting remission of the disease progression due to the complexity of metastasis and resistance mechanisms. Natural products (NPs) possess inherent structural diversity, rendering them suitable as multi-target agents. The utilization of NPs is often impeded in treating complex diseases such as cancer, even though approximately 65% of approved anticancer drugs are NP derivatives, or synthetic derivatives containing NP-pharmacophores, due to various factors, including poor aqueous solubility and variable oral bioavailability, structural complexity, synthetic inaccessibility, and stereochemical diversity that confounds structure-activity relationship analyses. This review discusses how integrating artificial intelligence (AI) and machine learning (ML) with chemoinformatics can identify, prioritize, and experimentally validate NPs, potentially paving the way for new drugs that address intricate processes such as metastasis and resistance. We summarize the recent computational advances in the field, including graph neural networks, attention mechanisms, Siamese networks, virtual screening, and network pharmacology. These advancements address ADMET optimization, molecular representation, virtual screening, network pharmacology, and experimental validation. We emphasize how each of these approaches tackles the unique challenges associated with NPs. We contextualize our review within the specific challenges presented by the chemical space of NPs. Additionally, we analyze real-world case studies of successful AI-assisted NP discovery and categorize the quality of evidence into three levels: Level A, which includes in vivo efficacy with mechanistic details; Level B, which consists of in vitro validation of mechanisms and phenotypes; and Level C, which represents computational hypotheses that are awaiting experimental verification. Additionally, we propose an operational framework for selecting suitable AI methodologies based on available data, target characterization, and validation resources. Finally, we emphasize the limitations and future directions in AI-facilitated NP discovery.",ai-drug-discovery,0,136.41923076923078,57.954109589041096,1
41839763,Drug repurposing in oncology: Bridging computational discovery to clinical application.,Sugumar Baskar; N Rajendra Prasad,International journal of cancer,2026-03-16T00:00:00,10.1002/ijc.70429,"Drug repurposing, the identification of new therapeutic applications for existing drugs, has emerged as a pragmatic and cost-efficient strategy to accelerate oncology drug discovery. Faced with rising development costs, protracted timelines, and high attrition rates associated with traditional de novo drug development, repurposing leverages known pharmacokinetics, safety profiles, and manufacturing processes to expedite clinical translation. This review synthesizes current advances in computational and experimental methodologies and mechanistic insights that drive drug repurposing for cancer therapy. In silico strategies, including molecular docking, machine learning, transcriptomic-proteomic signature reversal, and network-based modeling, have enabled rapid identification of repurposable agents by mining multi-omics and historical pharmacological data. Experimental pipelines spanning high-throughput screening, phenotypic assays, biochemical validations, and functional animal models remain essential to establish efficacy and delineate mechanisms of action. Notably, repurposed drugs exhibit anticancer activity by modulating key pathways, including phosphatidylinositol 3-kinase/Ak strain transforming/mechanistic target of rapamycin, mitogen-activated protein kinase/extracellular signal-regulated kinase, wingless-related integration site/β-catenin signaling, as well as redox homeostasis and DNA response. Despite their promise, repurposed candidates face barriers including limited intellectual property protections, dose optimization challenges, and regulatory uncertainty. Moreover, clinical translation is often hindered by insufficient mechanistic understanding and a lack of predictive biomarkers. Integration of multi-omics datasets, explainable artificial intelligence, patient-derived organoids, and clustered regularly interspaced short palindromic repeats-based genetic screens now offers unprecedented precision in identifying context-specific drug effects and synthetic lethal interactions. With cancer causing one in six global deaths and marked by therapeutic resistance and molecular heterogeneity, drug repurposing provides a scalable solution. This approach bridged preclinical insight with clinical application, potentially transforming cancer therapeutics through rational, data-driven innovation.",ai-drug-discovery,0,144.85645161290321,56.4013698630137,2
