,mention,obj,prob,pmid
5361,Metastatic Colorectal Cancer,disease,1.0,32988968
5362,Tumor,disease,0.5923,32988968
5363,cancer,disease,1.0,32988968
5364,tumor,disease,0.979,32988968
5365,aflibercept,gene,0.985,32988968
5366,panitumumab,gene,0.93,32988968
5367,advanced colorectal cancer,disease,1.0,32988968
5368,metastatic lesions,disease,0.882,32988968
5369,panitumumab,gene,0.8877,32988968
5370,aflibercept,gene,0.9746,32988968
5371,tumor,disease,0.947,32988968
5372,tumor,disease,0.8906,32988968
5373,tumor,disease,0.875,32988968
5374,colorectal cancer,disease,1.0,32988968
5375,advanced or metastatic colorectal cancer,disease,0.8604,32961943
5376,FOLFOX,drug,0.8047,32961943
5377,FOLFIRIbevacizumab,drug,0.8984,32961943
5378,Bmab,gene,0.966,32961943
5379,cetuximab,gene,0.9834,32961943
5380,Cmab,gene,0.977,32961943
5381,panitumumab,gene,0.9673,32961943
5382,Pmab,gene,0.987,32961943
5383,FOLFOX,drug,0.9194,32961943
5384,FOLFOX,drug,0.8457,32961943
5385,FOLFIRI,drug,0.8965,32961943
5386,Cmab,drug,0.7725,32961943
5387,FOLFIRI,drug,0.968,32961943
5388,FOLFOX,drug,0.67,32961943
5389,Cmab,drug,0.9775,32961943
5390,FOLFOXIRI,drug,0.9736,32961943
5391,FOLFOX,drug,0.9775,32961943
5392,Cmab,drug,0.99,32961943
5393,FOLFIRI,drug,0.818,32961943
5394,Bmab,drug,0.8535,32961943
5395,FOLFIRI,drug,0.994,32961943
5396,Pmab,drug,0.932,32961943
5397,FOLFIRI,drug,0.9956,32961943
5398,FOLFIRI,drug,0.9307,32961943
5399,Bmab,drug,0.753,32961943
5400,FOLFOX,drug,0.9688,32961943
5401,Cmab,gene,0.7515,32961943
5402,FOLFIRI,drug,0.9316,32961943
5403,KRAS,gene,0.982,32960408
5404,patients,species,0.9917,32960408
5405,metastatic colorectal cancer,disease,1.0,32960408
5406,mCRC,disease,1.0,32960408
5407,patients,species,0.96,32960408
5408,KRAS exon 2,gene,0.987,32960408
5409,mCRC,disease,0.9434,32960408
5410,FOLFIRI,drug,0.87,32960408
5411,panitumumab,gene,0.8213,32960408
5412,bevacizumab,gene,0.728,32960408
5413,Bev,gene,0.8403,32960408
5414,PATIENTS,species,0.974,32960408
5415,tumor,disease,0.542,32960408
5416,VEGF-D,gene,0.998,32960408
5417,VEGF-D,gene,0.7705,32960408
5418,patients,species,0.9844,32960408
5419,Patients,species,0.9336,32960408
5420,ETS,gene,0.9756,32960408
5421,patients,species,0.9946,32960408
5422,ETS,disease,0.996,32960408
5423,left-sided tumors,disease,0.9966,32960408
5424,VEGF-D,gene,0.998,32960408
5425,ETS,gene,0.9907,32960408
5426,DpR,DNA,0.6074,32960408
5427,mCRC,disease,0.997,32960408
5428,Colorectal Carcinoma,disease,1.0,32933095
5429,colorectal cancer,disease,1.0,32933095
5430,CRC,disease,1.0,32933095
5431,CRC,disease,0.998,32933095
5432,cancer,disease,1.0,32933095
5433,unresectable tumors,disease,0.88,32933095
5434,CRC cells,cell_line,0.7896,32933095
5435,CRC,disease,0.9995,32933095
5436,pyrimidine,drug,0.9995,32933095
5437,5-fluorouracil,drug,0.9995,32933095
5438,capecitabine,drug,0.999,32933095
5439,trifluridine,drug,0.999,32933095
5440,tipiracil,drug,0.9985,32933095
5441,oxaliplatin,drug,0.9995,32933095
5442,irinotecan,drug,0.998,32933095
5443,tyrosine,drug,0.995,32933095
5444,tyrosine kinase receptors,gene,0.996,32933095
5445,regorafenib,drug,0.997,32933095
5446,aflibercept,gene,0.9746,32933095
5447,bevacizumab,gene,0.883,32933095
5448,cetuximab,gene,0.8945,32933095
5449,panitumumab,gene,0.9014,32933095
5450,genes,DNA,0.4895,32933095
5451,CRC,disease,0.9995,32933095
5452,MOC-7,cell_line,0.5713,32933095
5453,cancer cell,cell_type,0.762,32933095
5454,cancer,disease,0.9995,32933095
5455,liposomes,cell_type,0.4268,32933095
5456,exosomes,cell_type,0.6357,32933095
5457,tumor,disease,0.9966,32933095
5458,oncogenes,DNA,0.8833,32933095
5459,Panitumumab,gene,0.943,32918848
5460,Panitumumab,gene,0.935,32918848
5461,frail,disease,0.545,32918848
5462,patients,species,0.9575,32918848
5463,RAS,gene,0.998,32918848
5464,colorectal cancer,disease,0.9995,32918848
5465,left,DNA,0.5146,32918848
5466,left-sided tumors,disease,0.967,32918848
5467,panitumumab,gene,0.9224,32918848
5468,patients,species,0.989,32918848
5469,oxaliplatin,drug,0.9995,32918848
5470,irinotecan,drug,0.998,32918848
5471,panitumumab,gene,0.9497,32918848
5472,patients,species,0.9805,32918848
5473,patients,species,0.9697,32918848
5474,RAS wild-type (,disease,0.9634,32918848
5475,RAS,gene,0.9937,32918848
5476,CRC,disease,1.0,32918848
5477,panitumumab,gene,0.838,32918848
5478,patients,species,0.984,32918848
5479,Panitumumab,gene,0.8613,32918848
5480,patients,species,0.9785,32918848
5481,patients,species,0.9893,32918848
5482,patients,species,0.9854,32918848
5483,patients,species,0.869,32918848
5484,patient,species,0.9785,32918848
5485,patients,species,0.987,32918848
5486,CRC,disease,0.966,32918848
5487,CRC,disease,0.9707,32918848
5488,patients,species,0.9927,32918848
5489,patients,species,0.988,32918848
5490,left- and right-sided tumors,disease,0.9956,32918848
5491,rash,disease,0.9995,32918848
5492,hypomagnesemia,disease,1.0,32918848
5493,fatigue,disease,0.9976,32918848
5494,paronychia,disease,1.0,32918848
5495,hyponatremia,disease,1.0,32918848
5496,neutropenia,disease,1.0,32918848
5497,Panitumumab,gene,0.935,32918848
5498,patients,species,0.9697,32918848
5499,RAS WT,gene,0.997,32918848
5500,CRC,disease,0.977,32918848
5501,Hyperammonemia,disease,1.0,32909537
5502,impaired consciousness,disease,0.9746,32909537
5503,5-fluorouracil,drug,0.9985,32909537
5504,woman,species,0.8906,32909537
5505,stage IVb sigmoid colon cancer,disease,0.9155,32909537
5506,levofolinatefluorouraciloxaliplatin,drug,0.997,32909537
5507,panitumumab,gene,0.848,32909537
5508,oxaliplatin,drug,0.9995,32909537
5509,5-fluorouracil,drug,0.999,32909537
5510,5-FU,drug,0.999,32909537
5511,patient,species,0.9873,32909537
5512,impaired consciousness,disease,0.803,32909537
5513,hemorrhage,disease,0.9507,32909537
5514,infarction,disease,0.996,32909537
5515,brain metastasis,disease,0.9995,32909537
5516,leukoencephalopathy,disease,1.0,32909537
5517,ammonia,drug,0.9985,32909537
5518,Impaired consciousness,disease,1.0,32909537
5519,hyperammonemia,disease,1.0,32909537
5520,branched chain amino acids,drug,0.921,32909537
5521,ammonia,drug,0.998,32909537
5522,5-FU,drug,0.9976,32909537
5523,hyperammonemia,disease,1.0,32909537
5524,L-OHP,drug,0.999,32909537
5525,5-FU,drug,0.9985,32909537
5526,5-FU,drug,0.998,32909537
5527,impaired consciousness,disease,0.995,32909537
5528,hyperammonemia,disease,1.0,32909537
5529,hyperammonemia,disease,1.0,32909537
5530,5-FU,drug,0.998,32909537
5531,trametinib,drug,0.998,32901840
5532,BclxL,gene,0.993,32901840
5533,KRASmutant,gene,0.992,32901840
5534,colorectal cancer,disease,0.9985,32901840
5535,CRC,disease,1.0,32901840
5536,cancer,disease,0.9976,32901840
5537,KRAS,DNA,0.7305,32901840
5538,KRAS mutations,gene,0.938,32901840
5539,EGFR,gene,0.998,32901840
5540,cetuximab,gene,0.7935,32901840
5541,panitumumab,gene,0.861,32901840
5542,patients,species,0.967,32901840
5543,CRC,disease,0.9995,32901840
5544,KRASmutant CRC,cell_line,0.6377,32901840
5545,KRASmutant,gene,0.983,32901840
5546,CRC,disease,0.604,32901840
5547,KRASmutant CRC,cell_line,0.714,32901840
5548,KRASmutant,gene,0.992,32901840
5549,CRC,disease,0.5547,32901840
5550,KRAS gene,DNA,0.911,32901840
5551,KRAS gene,gene,0.9946,32901840
5552,KRAS gene,gene,0.9907,32901840
5553,G12D,DNA,0.7197,32901840
5554,G12,mutation,,32901840
5555,G12,mutation,,32901840
5556,G13,mutation,,32901840
5557,CACO2 cells,cell_line,0.9536,32901840
5558,MEK,gene,0.993,32901840
5559,trametinib,drug,0.997,32901840
5560,Cetuximab,gene,0.588,32901840
5561,Panitumumab,gene,0.8013,32901840
5562,Regorafenib,drug,0.996,32901840
5563,Vemurafenib,drug,0.998,32901840
5564,BEZ235,drug,0.995,32901840
5565,Palbociclib,drug,0.998,32901840
5566,Trametinib,drug,0.993,32901840
5567,phosphorylated ERK,gene,0.684,32901840
5568,pERK,gene,0.9863,32901840
5569,KRASmutant CACO2 cells,cell_line,0.941,32901840
5570,KRASmutant CACO2 cells,cell_type,0.583,32901840
5571,KRASmutant,gene,0.99,32901840
5572,trametinib,drug,0.9985,32901840
5573,antiapoptotic protein,gene,0.7285,32901840
5574,BclxL,gene,0.7505,32901840
5575,KRASmutant CRC,cell_line,0.7896,32901840
5576,KRASmutant,gene,0.9873,32901840
5577,trametinib,drug,0.998,32901840
5578,BclxL,gene,0.9956,32901840
5579,ABT263,drug,0.9985,32901840
5580,trametinib,drug,0.997,32901840
5581,ABT263,drug,0.9995,32901840
5582,mutant KRAS transductants,cell_line,0.868,32901840
5583,mutant KRAS,gene,0.9824,32901840
5584,trametinib,drug,0.9985,32901840
5585,ABT263,drug,0.9995,32901840
5586,KRASmutant (G12V) xenograft,cell_line,0.8267,32901840
5587,KRASmutant,gene,0.985,32901840
5588,G12,mutation,,32901840
5589,trametinib,drug,0.999,32901840
5590,trametinib,drug,0.999,32901840
5591,ABT263,drug,1.0,32901840
5592,BclxL,gene,0.993,32901840
5593,pERK,gene,0.993,32901840
5594,KRASmutant cells,cell_line,0.9414,32901840
5595,KRASmutant,gene,0.98,32901840
5596,KRASmutant,DNA,0.628,32901840
5597,KRASmutant CRC,cell_line,0.5767,32901840
5598,KRASmutant,gene,0.992,32901840
5599,CRC,disease,0.6836,32901840
5600,Panitumumab,gene,0.5884,32888816
5601,metastatic squamous cell,disease,1.0,32888816
5602,panitumumab,gene,0.974,32880818
5603,Panitumumab,gene,0.9214,32880818
5604,"head and neck, lung, pancreas, and brain cancers",disease,1.0,32880818
5605,panitumumab,gene,0.957,32880818
5606,Panitumumab,gene,0.971,32880818
5607,Panitumumab,gene,0.9385,32880818
5608,panitumumab,gene,0.9087,32880818
5609,oxaliplatin,drug,0.9995,32871526
5610,patients,species,0.958,32871526
5611,colorectal liver metastases,disease,1.0,32871526
5612,CRLM,disease,1.0,32871526
5613,floruxidine,drug,0.999,32871526
5614,bevacizumab,gene,0.7705,32871526
5615,oxaliplatin,drug,0.9995,32871526
5616,patients,species,0.9756,32871526
5617,CRLM,disease,0.9995,32871526
5618,oxaliplatin,drug,0.9995,32871526
5619,cetuximab,gene,0.9897,32871526
5620,panitumumab,gene,0.984,32871526
5621,bevacizumab,gene,0.607,32871526
5622,patients,species,0.992,32871526
5623,oxaliplatin,drug,0.998,32871526
5624,oxaliplatin,drug,1.0,32871526
5625,FOLFIRI,drug,0.662,32871526
5626,anti-EGFR,gene,0.9204,32871526
5627,bevacizumab,gene,0.5054,32871526
5628,neutropenia,disease,1.0,32871526
5629,HAI,disease,0.7017,32871526
5630,abdominal pain,disease,0.983,32871526
5631,neurotoxicity,disease,1.0,32871526
5632,CRLM,disease,0.9995,32871526
5633,patients,species,0.981,32871526
5634,oxaliplatin,drug,0.9995,32871526
5635,miR,DNA,0.52,32859639
5636,miR-125b,gene,0.957,32859639
5637,miR-17,gene,0.954,32859639
5638,let-7c,gene,0.867,32859639
5639,MicroRNAs,RNA,0.63,32859639
5640,cancer,disease,1.0,32859639
5641,cancer,disease,1.0,32859639
5642,anti-EGFR monoclonal antibodies,gene,0.989,32859639
5643,miR,RNA,0.5864,32859639
5644,miR-,RNA,0.6465,32859639
5645,125b,DNA,0.66,32859639
5646,let-7c,gene,0.754,32859639
5647,miR,RNA,0.551,32859639
5648,miR-99a,gene,0.705,32859639
5649,miR-17,gene,0.8887,32859639
5650,miR-143,gene,0.8936,32859639
5651,miR-145,RNA,0.56,32859639
5652,miR-145,gene,0.802,32859639
5653,metastatic colorectal cancer,disease,1.0,32859639
5654,mCRC,disease,1.0,32859639
5655,patients,species,0.9834,32859639
5656,PATIENTS,species,0.9375,32859639
5657,patients,species,0.969,32859639
5658,mCRC,disease,0.9966,32859639
5659,wild-type RAS gene,gene,0.9683,32859639
5660,cetuximab,gene,0.79,32859639
5661,panitumumab,gene,0.6543,32859639
5662,miR,RNA,0.652,32859639
5663,miR-125b,gene,0.9106,32859639
5664,let-7c,gene,0.9062,32859639
5665,miR,RNA,0.4846,32859639
5666,miR-17,gene,0.886,32859639
5667,tumour,disease,1.0,32859639
5668,miR,DNA,0.6064,32859639
5669,miR-125b,gene,0.9575,32859639
5670,miR,DNA,0.52,32859639
5671,miR-125b,gene,0.9463,32859639
5672,let-7c,gene,0.9146,32859639
5673,miR,DNA,0.594,32859639
5674,miR-17,gene,0.944,32859639
5675,MiR,DNA,0.5864,32859639
5676,MiR-125b,gene,0.9185,32859639
5677,miR,DNA,0.6064,32859639
5678,miR-125b,gene,0.97,32859639
5679,let-7c,gene,0.905,32859639
5680,miR-17,RNA,0.462,32859639
5681,miR-17,gene,0.868,32859639
5682,mCRC,disease,0.999,32859639
5683,patients,species,0.9834,32859639
5684,anti-EGFR mAbs,gene,0.917,32859639
5685,Panitumumab,gene,0.958,32832029
5686,cancer,disease,0.9995,32832029
5687,monoclonal,gene,0.6367,32832029
5688,tumor,disease,1.0,32832029
5689,panitumumab,gene,0.8647,32832029
5690,IRDye700DX,drug,0.6274,32832029
5691,IR700,drug,0.6206,32832029
5692,mAb,gene,0.7573,32832029
5693,APC,gene,0.988,32832029
5694,APCs,cell_type,0.856,32832029
5695,mAb,gene,0.7583,32832029
5696,EGFR,gene,0.9277,32821190
5697,Metastatic Small Bowel Adenocarcinoma,disease,1.0,32821190
5698,small bowel adenocarcinoma,disease,1.0,32821190
5699,SBA,disease,1.0,32821190
5700,anti-,gene,0.896,32821190
5701,epidermal growth factor receptor,gene,0.896,32821190
5702,EGFR,gene,0.9937,32821190
5703,vascular endothelial growth factor,gene,0.8877,32821190
5704,VEGF,gene,0.9966,32821190
5705,PATIENTS,species,0.8994,32821190
5706,patients,species,0.9673,32821190
5707,metastatic SBA,disease,0.963,32821190
5708,anti-EGFR antibodies,gene,0.904,32821190
5709,cetuximab,gene,0.906,32821190
5710,panitumumab,gene,0.8276,32821190
5711,patients,species,0.976,32821190
5712,SBA,disease,0.8193,32821190
5713,patients,species,0.9805,32821190
5714,EGFR,gene,0.82,32821190
5715,skin reaction,disease,0.9717,32821190
5716,patients,species,0.996,32821190
5717,hypomagnesemia,disease,1.0,32821190
5718,patients,species,0.9946,32821190
5719,diarrhea,disease,1.0,32821190
5720,patients,species,0.9917,32821190
5721,diarrhea,disease,1.0,32821190
5722,patient,species,0.984,32821190
5723,Conjunctivitis,disease,0.999,32821190
5724,patients,species,0.9644,32821190
5725,patients,species,0.9673,32821190
5726,patients,species,0.966,32821190
5727,patients,species,0.971,32821190
5728,patients,species,0.9814,32821190
5729,EGFR,gene,0.6377,32821190
5730,Panitumumab,gene,0.797,32801947
5731,Cancer,disease,1.0,32801947
5732,Panitumumab,gene,0.775,32801947
5733,wild,DNA,0.5273,32801947
5734,wild-type RAS,gene,0.9683,32801947
5735,panitumumab,gene,0.89,32801947
5736,panitumumab,gene,0.8345,32801947
5737,panitumumab,gene,0.896,32801947
5738,panitumumab,gene,0.8457,32801947
5739,panitumumab,gene,0.9478,32801947
5740,panitumumab,gene,0.8867,32801947
5741,anti-,gene,0.75,32799569
5742,EGFR monoclonal,gene,0.6978,32799569
5743,anal squamous cell carcinoma,disease,0.91,32799569
5744,squamous cell carcinoma anal cancer,disease,0.9736,32799569
5745,SCCA,disease,1.0,32799569
5746,platinum,drug,0.999,32799569
5747,programmed death-1,gene,0.966,32799569
5748,anti-EGFR monoclonal antibody,gene,0.9463,32799569
5749,metastatic SCCA,disease,0.953,32799569
5750,anti-EGFR mAb,gene,0.892,32799569
5751,anti-EGFR mAbs,gene,0.8306,32799569
5752,anti-EGFR mAb,gene,0.976,32799569
5753,fluoropyrimidine,drug,0.9604,32799569
5754,pts,species,0.963,32799569
5755,pts,species,0.937,32799569
5756,PIK3CA,DNA,0.8105,32799569
5757,PIK3CA mutation,gene,0.875,32799569
5758,anti-,gene,0.77,32799569
5759,EGFR mAb,gene,0.811,32799569
5760,metastatic SCCA,disease,0.67,32799569
5761,PIK3CA,gene,0.985,32799569
5762,Metastatic SCCA,disease,0.976,32799569
5763,anti-EGFR mAbs,gene,0.902,32799569
5764,stage IIIA,disease,0.8228,32798022
5765,non-small cell lung cancer,disease,0.9575,32798022
5766,platinum,drug,0.9995,32798022
5767,N2+,cell_line,0.566,32798022
5768,non-small cell lung cancer,disease,1.0,32798022
5769,carboplatin,drug,0.999,32798022
5770,paclitaxel,drug,0.998,32798022
5771,panitumumab,gene,0.942,32798022
5772,EGFR Monoclonal Antibodies,gene,0.947,32793499
5773,Resistant Tumor Cells,cell_type,0.7773,32793499
5774,Tumor,disease,0.9683,32793499
5775,Epidermal growth factor receptor,gene,0.9985,32793499
5776,EGFR,gene,0.994,32793499
5777,tyrosine,drug,0.991,32793499
5778,tyrosine kinase receptor,gene,0.995,32793499
5779,normal cells,cell_type,0.8667,32793499
5780,epithelial malignancies,disease,1.0,32793499
5781,EGFR,gene,0.993,32793499
5782,EGFR monoclonal antibody,gene,0.863,32793499
5783,cetuximab,gene,0.8867,32793499
5784,panitumumab,gene,0.9116,32793499
5785,nimotuzumab,gene,0.889,32793499
5786,necitumumab,gene,0.933,32793499
5787,EGFR monoclonal antibodies,gene,0.9565,32793499
5788,anti,disease,0.715,32793499
5789,tumor,disease,0.9854,32793499
5790,EGFR monoclonal antibodies,gene,0.9434,32793499
5791,EGFR monoclonal antibodies,gene,0.916,32793499
5792,tumor cell,cell_type,0.7144,32793499
5793,tumor,disease,1.0,32793499
5794,exosomes,cell_type,0.5913,32793499
5795,non-coding RNA,RNA,0.6265,32793499
5796,tumor,disease,0.9995,32793499
5797,EGFR monoclonal antibodies,gene,0.9707,32793499
5798,EGFR monoclonal antibody,gene,0.914,32793499
5799,EGFR,gene,0.9946,32793499
5800,EGFR monoclonal antibodies,gene,0.9717,32793499
5801,resistant tumor cells,cell_line,0.669,32793499
5802,tumor,disease,0.976,32793499
5803,tumor,disease,0.929,32793499
5804,EGFR monoclonal,gene,0.834,32793499
5805,magnesium,drug,1.0,32789758
5806,Cetuximab,gene,0.7593,32789758
5807,panitumumab,gene,0.717,32789758
5808,epidermal growth factor receptor,gene,0.995,32789758
5809,EGFR,gene,0.9937,32789758
5810,cetuximab,gene,0.962,32789758
5811,panitumumab,gene,0.9224,32789758
5812,hypomagnesemia,disease,1.0,32789758
5813,magnesium,drug,0.9995,32789758
5814,hypomagnesemia,disease,0.9995,32789758
5815,colorectal cancer,disease,1.0,32789758
5816,patients,species,0.9893,32789758
5817,cetuximab,gene,0.9233,32789758
5818,panitumumab,gene,0.893,32789758
5819,patients,species,0.987,32789758
5820,cetuximab,gene,0.7905,32789758
5821,panitumumab,gene,0.842,32789758
5822,colorectal cancer,disease,1.0,32789758
5823,patient,species,0.9834,32789758
5824,hypomagnesemia,disease,1.0,32789758
5825,cetuximab,gene,0.926,32789758
5826,panitumumab,gene,0.895,32789758
5827,hypomagnesemia,disease,1.0,32789758
5828,hypomagnesemia,disease,1.0,32789758
5829,panitumumab,gene,0.922,32789758
5830,magnesium,drug,0.9966,32789758
5831,hypomagnesemia,disease,1.0,32789758
5832,cetuximab,gene,0.981,32789758
5833,panitumumab,gene,0.9185,32789758
5834,magnesium,drug,0.9995,32789758
5835,magnesium,drug,0.9995,32789758
5836,hypomagnesemia,disease,1.0,32789758
5837,magnesium,drug,0.9995,32789758
5838,patients,species,0.9272,32789758
5839,Regorafenib,drug,0.997,32770529
5840,metastatic colorectal cancer,disease,1.0,32770529
5841,mCRC,disease,1.0,32770529
5842,regorafenib,drug,0.9756,32770529
5843,patients,species,0.934,32770529
5844,mCRC,disease,0.937,32770529
5845,regorafenib,drug,0.992,32770529
5846,bevacizumab,gene,0.811,32770529
5847,regorafenib,drug,0.9907,32770529
5848,panitumumab,gene,0.851,32770529
5849,cetuximab,gene,0.8276,32770529
5850,conatumumab,gene,0.5825,32770529
5851,ganitumab,gene,0.687,32770529
5852,aflibercept,gene,0.966,32770529
5853,patients,species,0.9507,32770529
5854,mCRC,disease,0.9263,32770529
5855,patients,species,0.992,32770529
5856,bevacizumab,drug,0.5625,32770529
5857,regorafenib,drug,0.9966,32770529
5858,panitumumab,gene,0.519,32770529
5859,cetuximab,gene,0.827,32770529
5860,ramucirumab,drug,0.5737,32770529
5861,ganitumab,gene,0.8584,32770529
5862,aflibercept,gene,0.8965,32770529
5863,regorafenib,drug,0.9946,32770529
5864,aflibercept,gene,0.9595,32770529
5865,ganitumab,gene,0.9443,32770529
5866,panitumumab,gene,0.5386,32770529
5867,Regorafenib,drug,0.9976,32770529
5868,bevacizumab,gene,0.555,32770529
5869,tumor,disease,0.7295,32770529
5870,regorafenib,drug,0.996,32770529
5871,cetuximab,gene,0.827,32770529
5872,conatumumab,gene,0.827,32770529
5873,neutropenia,disease,1.0,32770529
5874,conatumumab,gene,0.7256,32770529
5875,fatigue,disease,0.9956,32770529
5876,cetuximab,gene,0.8467,32770529
5877,Regorafenib,drug,0.996,32770529
5878,patients,species,0.9556,32770529
5879,metastatic colorectal cancer,disease,1.0,32770529
5880,patients,species,0.989,32770529
5881,KRAS,gene,0.867,32770529
5882,BRAF,gene,0.985,32770529
5883,mCRC,disease,0.999,32770529
5884,colorectal cancer,disease,1.0,32729995
5885,irinotecan,drug,0.999,32729995
5886,oxaliplatin,drug,0.9995,32729995
5887,fluoropyrimidines,drug,0.9893,32729995
5888,cetuximab,gene,0.8994,32729995
5889,panitumumab,gene,0.893,32729995
5890,patients,species,0.991,32729995
5891,patients,species,0.99,32729995
5892,patients,species,0.9834,32729995
5893,colorectal cancer,disease,1.0,32729995
5894,patients,species,0.9946,32729995
5895,anti-EGFR,gene,0.901,32728385
5896,patients,species,0.983,32728385
5897,EGFR,gene,0.664,32728385
5898,anti-EGFR,gene,0.9863,32728385
5899,metastatic colorectal cancer,disease,1.0,32728385
5900,mCRC,disease,1.0,32728385
5901,patients,species,0.9863,32728385
5902,mCRC,disease,0.9985,32728385
5903,anti-EGFR,gene,0.906,32728385
5904,ReIn,drug,0.837,32728385
5905,patients,species,0.9834,32728385
5906,ReCH,drug,0.9995,32728385
5907,ReIn,drug,0.9995,32728385
5908,anti-EGFR,gene,0.966,32728385
5909,FOLFIRI,drug,0.6772,32728385
5910,Cetuximab,gene,0.912,32728385
5911,Panitumumab,gene,0.8457,32728385
5912,patients,species,0.98,32728385
5913,ReCH,drug,0.9995,32728385
5914,ReIn,drug,0.999,32728385
5915,ReCH,drug,0.9995,32728385
5916,ReIn,drug,0.999,32728385
5917,anti-EGFR,gene,0.9814,32728385
5918,ReCH,disease,0.7563,32728385
5919,panitumumab,gene,0.779,32728385
5920,anti-EGFR,gene,0.9844,32728385
5921,patient,species,0.99,32728385
5922,patients,species,0.9795,32725376
5923,cancer,disease,1.0,32725376
5924,metastatic colorectal cancer,disease,1.0,32725376
5925,patients,species,0.9937,32725376
5926,mCRC,disease,1.0,32725376
5927,cancer,disease,1.0,32725376
5928,patients,species,0.992,32725376
5929,mCRC,disease,0.9873,32725376
5930,patients,species,0.994,32725376
5931,patients,species,0.9795,32725376
5932,mCRC,disease,0.982,32725376
5933,FOLFIRI,drug,0.9614,32725376
5934,capecitabine,drug,0.999,32725376
5935,patients,species,0.92,32725376
5936,mCRC,disease,0.9976,32725376
5937,patients,species,0.9717,32725376
5938,mCRC,disease,0.979,32725376
5939,5-,drug,,32725346
5940,fluorouracil,drug,0.8643,32725346
5941,leucovorin,drug,0.997,32725346
5942,oxaliplatin,drug,0.999,32725346
5943,panitumumab,gene,0.565,32725346
5944,rectal cancer,disease,0.8174,32725346
5945,KRAS,gene,0.996,32725346
5946,KRAS,gene,0.9946,32725346
5947,rectal cancer,disease,0.946,32725346
5948,patients,species,0.989,32725346
5949,Patients,species,0.951,32725346
5950,panitumumab,gene,0.719,32725346
5951,patients,species,0.9897,32725346
5952,locally advanced tumor,disease,0.997,32725346
5953,patients,species,0.987,32725346
5954,patients,species,0.987,32725346
5955,patients,species,0.986,32725346
5956,patients,species,0.9805,32725346
5957,patients,species,0.9854,32725346
5958,patients,species,0.9785,32725346
5959,panitumumab,gene,0.766,32725346
5960,patients,species,0.985,32725346
5961,heptamethine cyanine,drug,0.999,32713525
5962,heptamethine cyanine,drug,0.998,32713525
5963,heptamethine cyanine,drug,0.9907,32713525
5964,panitumumab,gene,0.9375,32713525
5965,duocarmycin,drug,0.9985,32713525
5966,tumor,disease,1.0,32713525
5967,AMPK,gene,0.9917,32703218
5968,anti-,gene,0.7466,32703218
5969,EGFR antibody,gene,0.855,32703218
5970,KRAS,gene,0.9683,32703218
5971,Colorectal cancer,disease,1.0,32703218
5972,CRC,disease,1.0,32703218
5973,anti-,gene,0.7603,32703218
5974,epidermal growth factor receptor,gene,0.8438,32703218
5975,EGFR,gene,0.972,32703218
5976,KRAS oncogene,DNA,0.916,32703218
5977,KRAS oncogene,gene,0.987,32703218
5978,DLD1 cells,cell_line,0.957,32703218
5979,KRAS G13D mutant allele,gene,0.9707,32703218
5980,G13,mutation,,32703218
5981,Cetuximab,gene,0.9585,32703218
5982,Cet,gene,0.962,32703218
5983,panitumumab,gene,0.9204,32703218
5984,Pab,gene,0.933,32703218
5985,KRAS,DNA,0.805,32703218
5986,KRAS,gene,0.985,32703218
5987,anti-EGFR antibodies,gene,0.859,32703218
5988,AMPK,gene,0.9927,32703218
5989,KRAS,gene,0.9927,32703218
5990,anti-EGFR antibodies,gene,0.923,32703218
5991,CRC cells,cell_line,0.924,32703218
5992,CRC cells,cell_type,0.815,32703218
5993,CRC,disease,1.0,32703218
5994,Bcl-2 family proteins,gene,0.9946,32703218
5995,DLD1 cells,cell_line,0.9653,32703218
5996,AMPK,gene,0.9917,32703218
5997,xenograft tumor,disease,0.8228,32703218
5998,mouse,species,0.49,32703218
5999,DLD1 cells,cell_line,0.9526,32703218
6000,DLD1 cells,cell_type,0.6226,32703218
6001,AMPK,gene,0.9917,32703218
6002,KRAS,DNA,0.643,32703218
6003,KRAS,gene,0.985,32703218
6004,anti-EGFR antibody,gene,0.9385,32703218
6005,AMPK,gene,0.9907,32703218
6006,CRC cells,cell_line,0.9346,32703218
6007,CRC,disease,0.9995,32703218
6008,wild-type KRAS,gene,0.9585,32703218
6009,anti-,gene,0.891,32703218
6010,EGFR antibody,gene,0.862,32703218
6011,CRC cells,cell_line,0.911,32703218
6012,CRC cells,cell_type,0.8154,32703218
6013,CRC,disease,1.0,32703218
6014,KRAS,DNA,0.728,32703218
6015,KRAS,gene,0.926,32703218
6016,AMP,drug,0.9004,32703218
6017,AMP-activated protein kinase,gene,0.9976,32703218
6018,AMPK,gene,0.9937,32703218
6019,anti-EGFR,gene,0.862,32703218
6020,CRC cells,cell_line,0.8145,32703218
6021,CRC,disease,1.0,32703218
6022,KRAS,gene,0.916,32703218
6023,ATP,drug,0.9307,32703218
6024,AMPK,gene,0.992,32703218
6025,AMPK,gene,0.993,32703218
6026,CRC cells,cell_line,0.9536,32703218
6027,CRC cells,cell_type,0.789,32703218
6028,CRC,disease,0.9995,32703218
6029,WT KRAS,DNA,0.698,32703218
6030,WT KRAS,gene,0.977,32703218
6031,KRAS,DNA,0.5044,32703218
6032,cetuximab,gene,0.818,32703218
6033,AMPK,gene,0.992,32703218
6034,metformin,drug,0.984,32703218
