,mention,obj,prob,pmid
10832,tumor,disease,0.9995,35332739
10833,cholesterol,drug,0.9985,35332739
10834,immune cells,cell_type,0.8145,35332739
10835,tumor,disease,1.0,35332739
10836,cholesterol,drug,0.9995,35332739
10837,immune cells,cell_type,0.7593,35332739
10838,myeloid,cell_line,0.6025,35332739
10839,myeloid-derived suppressor cells,cell_type,0.8813,35332739
10840,MDSCs,cell_type,0.804,35332739
10841,tumor-associated macrophages,cell_type,0.8247,35332739
10842,tumor,disease,0.993,35332739
10843,TAMs,cell_type,0.737,35332739
10844,dendritic cells,cell_type,0.907,35332739
10845,DCs,cell_type,0.8164,35332739
10846,T cells,cell_type,0.866,35332739
10847,tumor,disease,1.0,35332739
10848,cholesterol,drug,0.999,35332739
10849,tumor,disease,0.9995,35332739
10850,tumor,disease,1.0,35332739
10851,cholesterol,drug,0.9985,35332739
10852,tumor,disease,1.0,35332739
10853,immune cell,cell_type,0.737,35332739
10854,cholesterol,drug,0.999,35332739
10855,immune cells,cell_type,0.9194,35332739
10856,cholesterol,drug,0.9995,35332739
10857,tumor,disease,1.0,35332739
10858,Venetoclax-Resistant MV4-11 Leukemic Cells,cell_line,0.7485,35326111
10859,Venetoclax,drug,0.997,35326111
10860,PI3K,gene,0.995,35326111
10861,AKT,gene,0.9917,35326111
10862,Venetoclax,drug,0.9995,35326111
10863,ABT199,drug,1.0,35326111
10864,B-cell lymphoma 2,gene,0.9907,35326111
10865,BCL-2,gene,0.995,35326111
10866,cytarabine,drug,0.9478,35326111
10867,acute myeloid leukemia,disease,1.0,35326111
10868,AML,disease,1.0,35326111
10869,patients,species,0.9487,35326111
10870,venetoclax,drug,0.9966,35326111
10871,AML,disease,1.0,35326111
10872,patients,species,0.9966,35326111
10873,BCL-2,gene,0.9863,35326111
10874,venetoclax,drug,0.9995,35326111
10875,PI3K,gene,0.998,35326111
10876,AKT,gene,0.994,35326111
10877,resistant cells,cell_line,0.9272,35326111
10878,NADPH,drug,1.0,35326111
10879,glutathione,drug,0.877,35326111
10880,PI3K,gene,0.9976,35326111
10881,AKT,gene,0.9956,35326111
10882,resistant cells,cell_line,0.9478,35326111
10883,resistant cells,cell_line,0.9243,35326111
10884,venetoclax,drug,0.998,35326111
10885,AML,disease,1.0,35326111
10886,TIGIT,gene,0.975,35320940
10887,Cancer,disease,1.0,35320940
10888,cancers,disease,1.0,35320940
10889,cancers,disease,1.0,35320940
10890,liver,disease,0.7793,35320940
10891,colorectal cancer,disease,1.0,35320940
10892,CRC,disease,1.0,35320940
10893,T cell immunoglobulin,gene,0.9966,35320940
10894,immunoreceptor tyrosine-based inhibitory motif domain,gene,0.968,35320940
10895,tyrosine,drug,0.803,35320940
10896,TIGIT,gene,0.994,35320940
10897,TIGIT,gene,0.997,35320940
10898,TIGIT,gene,0.995,35320940
10899,TIGIT,gene,0.989,35320940
10900,mouse,species,0.9795,35320940
10901,TIGIT,gene,0.992,35320940
10902,tumor,disease,1.0,35320940
10903,mice,species,0.958,35320940
10904,tumor-infiltrating lymphocytes,cell_type,0.7236,35320940
10905,tumor,disease,0.9644,35320940
10906,TILs,cell_type,0.8545,35320940
10907,CD8(+) T cells,cell_line,0.964,35320940
10908,CD8(+),gene,0.902,35320940
10909,single,RNA,0.5845,35320940
10910,anti-TIGIT,gene,0.887,35320940
10911,TIGIT,gene,0.9893,35320940
10912,immune cells,cell_type,0.686,35320940
10913,TIGIT,gene,0.9956,35320940
10914,tumor,disease,0.9995,35320940
10915,MC38 tumor,cell_line,0.732,35320940
10916,MC38,disease,0.9634,35320940
10917,tumor,disease,0.7754,35320940
10918,TIGIT,gene,0.99,35320940
10919,CD8,cell_line,0.566,35320940
10920,CD8(+) TILs,cell_type,0.918,35320940
10921,CD8(+,gene,0.7114,35320940
10922,myeloid cells,cell_type,0.8257,35320940
10923,tumor,disease,0.9995,35320940
10924,scRNA,RNA,0.613,35320940
10925,TIGIT,gene,0.9917,35320940
10926,liver,disease,0.9,35320940
10927,CRC,disease,0.9995,35320940
10928,NGF,gene,0.9946,35302859
10929,p75,gene,0.9946,35302859
10930,skeletal cell,cell_type,0.883,35302859
10931,sensory nerve fibers,cell_type,0.7666,35302859
10932,nerve growth factor,gene,0.996,35302859
10933,NGF,gene,0.9956,35302859
10934,cranial bone,disease,0.8633,35302859
10935,p75,gene,0.99,35302859
10936,mesenchymal osteogenic precursors,cell_type,0.816,35302859
10937,Mice,species,0.961,35302859
10938,Ngf,gene,0.9707,35302859
10939,myeloid cells,cell_type,0.864,35302859
10940,osteogenic precursors,cell_type,0.7437,35302859
10941,mice,species,0.99,35302859
10942,p75,gene,0.974,35302859
10943,Pdgfra(+) osteoblast precursors,cell_line,0.7886,35302859
10944,Pdgfra(+,gene,0.99,35302859
10945,mesenchymal subpopulations,cell_line,0.803,35302859
10946,p75,gene,0.996,35302859
10947,p75,gene,0.9883,35302859
10948,skeletal cell,cell_type,0.6816,35302859
10949,Tumor,disease,0.9966,35299737
10950,Trabectedin,drug,0.9985,35299737
10951,Lurbinectedin,drug,0.9917,35299737
10952,Immune Cells,cell_type,0.9185,35299737
10953,Immune cells,cell_type,0.8765,35299737
10954,tumor,disease,0.9995,35299737
10955,cancer cells,cell_type,0.8667,35299737
10956,cancer,disease,0.9917,35299737
10957,myeloid cells,cell_type,0.905,35299737
10958,tumor,disease,0.997,35299737
10959,cancer,disease,1.0,35299737
10960,Tumor-Associated Macrophages,cell_type,0.7847,35299737
10961,Tumor,disease,0.9966,35299737
10962,TAMs,cell_type,0.786,35299737
10963,cancer cell,cell_type,0.559,35299737
10964,cancer,disease,0.9995,35299737
10965,tumor,disease,0.9893,35299737
10966,trabectedin,drug,0.9946,35299737
10967,lurbinectedin,drug,0.9736,35299737
10968,immune cells,cell_type,0.923,35299737
10969,Trabectedin,drug,0.9976,35299737
10970,lurbinectedin,drug,0.982,35299737
10971,cancer cells,cell_line,0.578,35299737
10972,cancer,disease,0.9995,35299737
10973,monocytes,cell_type,0.83,35299737
10974,macrophages,cell_type,0.897,35299737
10975,TAMs,cell_type,0.8027,35299737
10976,T cell,cell_type,0.828,35299737
10977,tumor,disease,0.7793,35299737
10978,tumor-infiltrating immune cells,cell_type,0.671,35299737
10979,tumor,disease,0.9634,35299737
10980,reprogrammed monocytes,cell_line,0.8574,35285058
10981,Myeloid-derived suppressor cells,cell_type,0.8843,35285058
10982,MDSCs,cell_type,0.7744,35285058
10983,immunosuppressive cells,cell_type,0.7593,35285058
10984,immune cells,cell_type,0.912,35285058
10985,sepsis,disease,1.0,35285058
10986,circulating MDSCs,cell_type,0.548,35285058
10987,MDSCs,cell_type,0.8555,35285058
10988,sepsis,disease,0.9985,35285058
10989,M-MDSC-like cells,cell_line,0.9062,35285058
10990,M-MDSC,cell_line,0.9067,35285058
10991,M-MDSC-like cells,cell_line,0.9785,35285058
10992,M-MDSC,cell_type,0.777,35285058
10993,normal monocytes,cell_type,0.83,35285058
10994,PU.1,gene,0.9727,35285058
10995,M-MDSC,cell_line,0.9365,35285058
10996,PU.1,gene,0.9634,35285058
10997,CXCL5,gene,0.839,35285058
10998,CCL8,gene,0.771,35285058
10999,M-MDSC-like cells,cell_line,0.9336,35285058
11000,M-MDSC-like cells,cell_line,0.9575,35285058
11001,immune cells,cell_type,0.4932,35285058
11002,M-MDSC,cell_line,0.906,35285058
11003,IRAK4,gene,0.9844,35271824
11004,pancreatic ductal adenocarcinoma,disease,1.0,35271824
11005,PDAC,disease,1.0,35271824
11006,PDAC,disease,0.9995,35271824
11007,Interleukin-1 Receptor Associated Kinase-4,gene,0.9927,35271824
11008,IRAK4,gene,0.9907,35271824
11009,tumor,disease,1.0,35271824
11010,Cancer,disease,0.636,35271824
11011,NF-B,gene,0.992,35271824
11012,T cell signature,DNA,0.597,35271824
11013,T cell,cell_type,0.5874,35271824
11014,PDAC,disease,1.0,35271824
11015,IRAK4,gene,0.994,35271824
11016,CD8(,cell_line,0.6626,35271824
11017,CD8(+) T cell,cell_type,0.8193,35271824
11018,CD8(+),gene,0.9404,35271824
11019,IRAK4-deleted PDAC cells,cell_line,0.8496,35271824
11020,IRAK4,gene,0.9697,35271824
11021,PDAC,disease,0.9995,35271824
11022,autochthonous KPC,cell_line,0.663,35271824
11023,KPC,cell_type,0.4175,35271824
11024,p48,gene,0.9927,35271824
11025,Cre,gene,0.681,35271824
11026,TP53(f/f),gene,0.8916,35271824
11027,LSL-KRAS(G12D),gene,0.7437,35271824
11028,G12D,mutation,,35271824
11029,mice,species,0.942,35271824
11030,IRAK4,gene,0.9937,35271824
11031,IRAK4,gene,0.997,35271824
11032,KPC,gene,0.8447,35271824
11033,mice,species,0.955,35271824
11034,IRAK4,gene,0.9805,35271824
11035,IRAK4,gene,0.9937,35271824
11036,T cell,cell_type,0.6104,35271824
11037,NF-B,gene,0.992,35271824
11038,IRAK4,gene,0.993,35271824
11039,T cell,cell_type,0.725,35271824
11040,Cancer,disease,0.7217,35271824
11041,IRAK4,gene,0.9644,35271824
11042,CD8,cell_line,0.602,35271824
11043,CD8(+) T cell,cell_type,0.7686,35271824
11044,CD8(+),gene,0.9463,35271824
11045,PDAC,disease,0.9995,35271824
11046,IRAK4,gene,0.995,35271824
11047,NF-B,gene,0.981,35271824
11048,hyaluronan synthase 2,gene,0.99,35271824
11049,T cell,cell_type,0.8564,35271824
11050,IRAK4,gene,0.994,35271824
11051,tumor,disease,1.0,35271824
11052,infiltrative CD4(+) and CD8(+),cell_type,0.7114,35271824
11053,CD4,gene,0.5327,35271824
11054,CD8,gene,0.8545,35271824
11055,T cells,cell_type,0.899,35271824
11056,KPC tumors,disease,1.0,35271824
11057,myeloid,cell_type,0.626,35271824
11058,fibroblast,cell_type,0.6455,35271824
11059,IRAK4,gene,0.9927,35271824
11060,IRAK4,gene,0.994,35271824
11061,tumor,disease,1.0,35271824
11062,KPC,disease,0.935,35271824
11063,mice,species,0.9604,35271824
11064,IRAK4,gene,0.871,35271824
11065,T cell,cell_type,0.792,35271824
11066,PDAC,disease,0.9995,35271824
11067,PERK,gene,0.994,35266960
11068,hematopoietic progenitor cells,cell_type,0.9395,35266960
11069,tumor,disease,0.9976,35266960
11070,hematopoietic stem/progenitor cell,cell_type,0.843,35266960
11071,HSPC,cell_type,0.7446,35266960
11072,tumor,disease,0.999,35266960
11073,myeloid cell,cell_type,0.816,35266960
11074,cancer,disease,1.0,35266960
11075,PKR-like endoplasmic reticulum kinase,gene,0.9985,35266960
11076,PERK,gene,0.9956,35266960
11077,HSPC,cell_type,0.7134,35266960
11078,MDSC,cell_type,0.6816,35266960
11079,PERK,gene,0.9907,35266960
11080,ATF4,gene,0.998,35266960
11081,EBP,gene,0.602,35266960
11082,murine,species,0.9873,35266960
11083,human,species,0.9824,35266960
11084,HSPCs,cell_type,0.4326,35266960
11085,myeloid descendant cells,cell_type,0.8115,35266960
11086,MDSCs,cell_type,0.705,35266960
11087,tumor,disease,0.998,35266960
11088,mice,species,0.9194,35266960
11089,PERK,gene,0.9854,35266960
11090,tumor,disease,0.998,35266960
11091,MDSC,cell_type,0.8975,35266960
11092,tumor,disease,0.9995,35266960
11093,tumor,disease,1.0,35266960
11094,HSPCs,cell_type,0.858,35266960
11095,cancer,disease,1.0,35266960
11096,patients,species,0.9585,35266960
11097,PERK,gene,0.9937,35266960
11098,PERK,gene,0.9966,35266960
11099,HSPC,cell_type,0.765,35266960
11100,MDSC,cell_type,0.878,35266960
11101,tumor,disease,0.9995,35266960
11102,myeloid,cell_type,0.528,35266960
11103,Rheumatoid Arthritis,disease,1.0,35265082
11104,RA,disease,1.0,35265082
11105,multifactorial autoimmune disease,disease,0.9814,35265082
11106,articular disease,disease,1.0,35265082
11107,patients,species,0.987,35265082
11108,joint disease,disease,0.9976,35265082
11109,synoviocytes,cell_type,0.846,35265082
11110,activated cell types,cell_line,0.546,35265082
11111,RA,disease,,35265082
11112,fibroblast,cell_line,0.6914,35265082
11113,fibroblast-like synoviocytes,cell_type,0.6187,35265082
11114,myeloid cells,cell_type,0.8506,35265082
11115,RA,disease,,35265082
11116,pathogenic cell types,cell_line,0.6304,35265082
11117,RA,disease,,35265082
11118,Endothelial lipase,gene,0.9937,35263993
11119,acute myeloid leukemia,disease,1.0,35263993
11120,acute myeloid leukemia,disease,1.0,35263993
11121,AML,disease,1.0,35263993
11122,Leukemic cells,cell_type,0.8877,35263993
11123,AML,disease,1.0,35263993
11124,AML,disease,0.9995,35263993
11125,AML mouse models,cell_line,0.523,35263993
11126,AML,disease,1.0,35263993
11127,mouse,species,0.9717,35263993
11128,Dnmt3aR878H/WT,gene,0.941,35263993
11129,NrasG12D,DNA,0.518,35263993
11130,NrasG12D/WT,gene,0.9487,35263993
11131,Gr1+ cells,cell_line,0.6074,35263993
11132,Gr1+,gene,0.83,35263993
11133,target genes,DNA,0.7803,35263993
11134,genes,DNA,0.3716,35263993
11135,Cas9,gene,0.8657,35263993
11136,AML,disease,1.0,35263993
11137,mice,species,0.979,35263993
11138,Endothelial lipase,gene,0.988,35263993
11139,LIPG,gene,0.9966,35263993
11140,leukemic cells,cell_type,0.785,35263993
11141,leukemic,disease,0.998,35263993
11142,AML,disease,1.0,35263993
11143,mice,species,0.9604,35263993
11144,Dnmt3a,gene,0.9907,35263993
11145,LIPG,gene,0.9966,35263993
11146,OCI-AML3 cells,cell_line,0.9365,35263993
11147,OCI-,cell_type,0.8955,35263993
11148,AML3 cells,cell_type,0.4985,35263993
11149,DNMT3A,DNA,0.7314,35263993
11150,DNMT3A R882C mutation,gene,0.9565,35263993
11151,R882C,DNA,0.8013,35263993
11152,R882C,mutation,,35263993
11153,Cas9,gene,0.9033,35263993
11154,LIPG,gene,0.994,35263993
11155,OCI-AML3 cells,cell_line,0.6743,35263993
11156,LIPG,gene,0.984,35263993
11157,AML,disease,1.0,35263993
11158,syngeneic carcinomas,disease,1.0,35260537
11159,IL-12,gene,0.995,35260537
11160,IL-12,gene,0.9897,35260537
11161,tumor,disease,0.9995,35260537
11162,syngeneic carcinomas,disease,0.996,35260537
11163,IL-12,gene,0.7456,35260537
11164,NHS,gene,0.752,35260537
11165,rmIL-12,gene,0.878,35260537
11166,rmIL-12,gene,0.995,35260537
11167,CD8,cell_line,0.539,35260537
11168,CD8+ T lymphocytes,cell_type,0.8555,35260537
11169,Treg,cell_type,0.7725,35260537
11170,myeloid cells,cell_type,0.887,35260537
11171,IL-12 receptor,gene,0.946,35260537
11172,lymphoid and myeloid cells,cell_type,0.927,35260537
11173,tumor,disease,1.0,35260537
11174,single,cell_type,0.5474,35260537
11175,human,species,0.9956,35260537
11176,head and neck carcinomas,disease,1.0,35260537
11177,IL-12 receptor,gene,0.9644,35260537
11178,murine,species,0.9634,35260537
11179,tumors,disease,0.995,35260537
11180,IL-12,gene,0.9897,35260537
11181,NHS-,cell_line,0.8545,35260537
11182,NHS,cell_type,0.444,35260537
11183,IL-12,gene,0.862,35260537
11184,CLEC5A,gene,0.961,35252461
11185,Myeloid Cells,cell_type,0.883,35252461
11186,C-Type lectin receptor 5A,gene,0.998,35252461
11187,CLEC5A,gene,0.996,35252461
11188,spleen tyrosine kinase,gene,0.998,35252461
11189,tyrosine,drug,0.907,35252461
11190,Syk-),gene,0.894,35252461
11191,myeloid cells,cell_line,0.554,35252461
11192,viral and bacterial infections,disease,0.994,35252461
11193,CLEC5A receptor,gene,0.995,35252461
11194,TNF-,gene,0.9414,35252461
11195,IL-6,gene,0.9653,35252461
11196,CLEC5A gene polymorphisms,gene,0.8506,35252461
11197,DV infection,disease,0.977,35252461
11198,CLEC5A receptor,gene,0.996,35252461
11199,noninfectious disorders,disease,0.9985,35252461
11200,chronic obstructive pulmonary disease,disease,1.0,35252461
11201,COPD,disease,1.0,35252461
11202,arthritis,disease,1.0,35252461
11203,CLEC5A,gene,0.9893,35252461
11204,aseptic inflammation,disease,0.9995,35252461
11205,CLEC5A receptor,gene,0.9927,35252461
11206,macrophage subsets,cell_type,0.888,35252461
11207,CLEC5A,gene,0.993,35252461
11208,proinflammatory M1 macrophages,cell_line,0.9307,35252461
11209,tumor-associated phenotypes,cell_type,0.7734,35252461
11210,tumor,disease,0.59,35252461
11211,M2c,cell_line,0.792,35252461
11212,TAM,cell_type,0.656,35252461
11213,CLEC5A,gene,0.993,35252461
11214,ex vivo,cell_line,0.59,35252461
11215,derived,cell_type,0.618,35252461
11216,alveolar macrophages,cell_type,0.701,35252461
11217,macrophages,cell_type,0.762,35252461
11218,ovarian cancer,disease,1.0,35252461
11219,patients,species,0.9688,35252461
11220,CLEC5A,gene,0.987,35252461
11221,noninflammatory macrophages,cell_type,0.529,35252461
11222,agonistic -CLEC5A antibody,gene,0.856,35252461
11223,dengue virus,disease,0.9536,35252461
11224,myeloid cells,cell_line,0.9053,35252461
11225,CD80,gene,0.9585,35252461
11226,CD163,gene,0.9814,35252461
11227,CLEC5A,gene,0.993,35252461
11228,CD206,gene,0.9585,35252461
11229,PD-L1,gene,0.9946,35252461
11230,IL-10,gene,0.9473,35252461
11231,macrophage-derived chemokine,gene,0.9873,35252461
11232,MDC,gene,0.9883,35252461
11233,CCL22,gene,0.9473,35252461
11234,thymus and activation chemokine,gene,0.9907,35252461
11235,TARC,gene,0.994,35252461
11236,CCL17,gene,0.965,35252461
11237,anti-inflammatory,cell_type,0.611,35252461
11238,protumorigenic macrophage phenotype,cell_type,0.7144,35252461
11239,CLEC5A receptor,gene,0.992,35252461
11240,T cell,cell_type,0.695,35252461
11241,Tumor-Infiltrating Myeloid Cells,cell_type,0.903,35250995
11242,CAR T Cell,cell_line,0.7905,35250995
11243,CAR,gene,0.8955,35250995
11244,hematopoietic cancers,disease,1.0,35250995
11245,solid tumors,disease,1.0,35250995
11246,cancer cell,cell_type,0.563,35250995
11247,cancer,disease,0.9995,35250995
11248,CAR T cell,cell_line,0.525,35250995
11249,CAR,gene,0.7197,35250995
11250,solid tumors,disease,1.0,35250995
11251,tumor-associated macrophages,cell_type,0.6724,35250995
11252,tumor,disease,0.6743,35250995
11253,TAMs,cell_type,0.8867,35250995
11254,myeloid-derived suppressor cells,cell_type,0.8306,35250995
11255,MDSCs,cell_type,0.8926,35250995
11256,CAR T cell,cell_line,0.8413,35250995
11257,CAR,gene,0.4985,35250995
11258,folate,drug,1.0,35250995
11259,Toll-like receptor 7,gene,0.995,35250995
11260,TLR7-1A,gene,0.6567,35250995
11261,TAMs,cell_type,0.739,35250995
11262,MDSCs,cell_type,0.8564,35250995
11263,immune cells,cell_type,0.855,35250995
11264,FA-,gene,0.819,35250995
11265,TLR7-1A,gene,0.665,35250995
11266,CAR T cell,cell_line,0.617,35250995
11267,4T1 solid tumors,disease,0.9673,35250995
11268,mice,species,0.9263,35250995
11269,FA,gene,,35250995
11270,TLR7-1A,gene,0.7974,35250995
11271,CAR T cell,cell_line,0.812,35250995
11272,TAMs,cell_type,0.9185,35250995
11273,MDSCs,cell_type,0.7944,35250995
11274,M2,cell_line,0.543,35250995
11275,CAR T cell,cell_line,0.7715,35250995
11276,endogenous T cell,cell_type,0.854,35250995
11277,solid tumors,disease,0.9995,35250995
11278,analogous,cell_type,0.8315,35250995
11279,myeloid cells,cell_type,0.5444,35250995
11280,FA-TLR7-1A,gene,0.947,35250995
11281,weight,disease,0.9956,35250995
11282,immunosuppressive myeloid cells,cell_type,0.463,35250995
11283,CAR T cells,cell_line,,35250995
11284,CAR,gene,0.7617,35250995
11285,solid tumors,disease,1.0,35250995
11286,tumor associated myeloid cells,cell_type,0.7637,35250995
11287,CAR T cell,cell_line,0.9663,35250995
11288,Dendritic cells,cell_type,0.914,35244951
11289,systemic disease,disease,0.996,35244951
11290,humans,species,0.9585,35244951
11291,periodontitis,disease,1.0,35244951
11292,Neutrophils,cell_type,0.811,35244951
11293,macrophages,cell_type,0.8604,35244951
11294,dendritic cells,cell_type,0.87,35244951
11295,T cells,cell_type,0.69,35244951
11296,Dendritic cells,cell_type,0.8945,35244951
11297,professional,cell_type,0.475,35244951
11298,antigen-presenting cells,cell_type,0.837,35244951
11299,Dendritic cells,cell_type,0.932,35244951
11300,humans,species,0.9834,35244951
11301,mice,species,0.987,35244951
11302,myeloid dendritic cells,cell_type,0.8716,35244951
11303,periodontitis,disease,1.0,35244951
11304,Porphyromonas gingivalis,species,0.9824,35244951
11305,dendritic cells,cell_type,0.8877,35244951
11306,cluster of differentiation (CD) 4+ T cells,cell_line,0.637,35244951
11307,cluster of differentiation (CD) 4+,gene,0.808,35244951
11308,lymphoid foci,cell_type,0.695,35244951
11309,T helper 17,cell_line,0.8,35244951
11310,regulatory T cell,cell_type,0.524,35244951
11311,dendritic cells,cell_type,0.666,35244951
11312,oxygen,drug,0.9995,35244951
11313,P. gingivalis,species,0.9824,35244951
11314,dendritic cells,cell_type,0.742,35244951
11315,inflammatory disease,disease,1.0,35244951
11316,atherosclerotic plaques,disease,1.0,35244951
11317,P. gingivalis-infected dendritic cells,cell_line,0.921,35244951
11318,P. gingivalis,species,0.957,35244951
11319,exosomes,cell_type,0.922,35244951
11320,uninfected dendritic cells,cell_type,0.91,35244951
11321,exosomes,cell_type,0.5117,35244951
11322,senescence,cell_type,0.8906,35244951
11323,Exosomes,cell_type,0.656,35244951
11324,neighboring stromal cells,cell_type,0.5176,35244951
11325,immune cells,cell_type,0.454,35244951
11326,dendritic cell,cell_type,0.6787,35244951
11327,immune cells,cell_type,0.598,35244951
11328,inflammatory bone loss,disease,0.9087,35244951
11329,mice,species,0.9604,35244951
11330,human,species,0.987,35244951
11331,Entinostat,drug,0.999,35201318
11332,HER2+,gene,0.9976,35201318
11333,tumor,disease,0.9766,35201318
11334,breast cancer,disease,1.0,35201318
11335,Entinostat,drug,0.997,35201318
11336,histone deacetylase,gene,0.9966,35201318
11337,tumor,disease,1.0,35201318
11338,TMEs,cell_type,0.514,35201318
11339,entinostat,drug,0.9956,35201318
11340,single,RNA,0.708,35201318
11341,HER2-overexpressing breast tumors,disease,0.999,35201318
11342,HER2,gene,0.9907,35201318
11343,mice,species,0.9116,35201318
11344,entinostat,drug,0.996,35201318
11345,multiple cell types,cell_type,0.4814,35201318
11346,entinostat,drug,0.9976,35201318
11347,myeloid cells,cell_type,0.884,35201318
11348,myeloid-derived suppressor cells,cell_type,0.8687,35201318
11349,MDSC,cell_type,0.7295,35201318
11350,entinostat,drug,0.9995,35201318
11351,tumors,disease,0.9995,35201318
11352,granulocytic (G)-MDSC,cell_line,0.777,35201318
11353,granulocytic (G)-MDSC phenotype,cell_type,0.7017,35201318
11354,NFB,gene,0.9775,35201318
11355,STAT3,gene,0.9785,35201318
11356,MDSCs,cell_type,0.8374,35201318
11357,tumor-associated macrophages,cell_type,0.6426,35201318
11358,tumor,disease,0.997,35201318
11359,entinostat,drug,0.999,35201318
11360,myeloid cell types,cell_type,0.846,35201318
11361,entinostat,drug,0.9927,35201318
11362,patients,species,0.978,35201318
11363,breast cancer,disease,0.9966,35201318
11364,Teriflunomide,drug,0.999,35197552
11365,Astrocytes,cell_type,0.642,35197552
11366,astrocytes,cell_type,0.8916,35197552
11367,astrocyte,cell_type,0.7627,35197552
11368,Teriflunomide,drug,0.999,35197552
11369,multiple sclerosis,disease,1.0,35197552
11370,lymphocytes,cell_type,0.7617,35197552
11371,myeloid cells,cell_type,0.8306,35197552
11372,teriflunomide,drug,0.9985,35197552
11373,astrocytic,cell_type,0.776,35197552
11374,Purified murine astrocytes,cell_line,0.7153,35197552
11375,murine astrocytes,cell_type,0.574,35197552
11376,murine,species,0.967,35197552
11377,TNF,gene,0.979,35197552
11378,NFB,gene,0.9194,35197552
11379,Lcn2,gene,0.988,35197552
11380,TNF,gene,0.965,35197552
11381,ATP,RNA,0.48,35197552
11382,astrocytes,cell_type,0.9087,35197552
11383,oxygen,drug,0.999,35197552
11384,TNF,gene,0.9893,35197552
11385,astrocytes,cell_type,0.8926,35197552
11386,TNF,gene,0.961,35197552
11387,ATP,drug,0.955,35197552
11388,Lcn2,gene,0.991,35197552
11389,ATP,drug,0.8853,35197552
11390,dihydroorotate,drug,0.9966,35197552
11391,dihydroorotate dehydrogenase,gene,0.984,35197552
11392,teriflunomide,drug,0.998,35197552
11393,quiescent astrocytes,cell_line,0.9014,35197552
11394,ATP,drug,0.981,35197552
11395,ATP,drug,0.9497,35197552
11396,teriflunomide,drug,0.9976,35197552
11397,TNF,gene,0.9927,35197552
11398,ATP,drug,0.9185,35197552
11399,astrocytic,cell_type,0.8623,35197552
11400,neuroinflammation,disease,1.0,35197552
11401,oncostatin M,gene,0.9316,35192545
11402,breast cancer,disease,1.0,35192545
11403,tumor,disease,0.9985,35192545
11404,cancer cells,cell_type,0.8545,35192545
11405,cancer,disease,0.994,35192545
11406,tumor,disease,1.0,35192545
11407,stromal cells,cell_type,0.8843,35192545
11408,oncostatin M,gene,0.9766,35192545
11409,OSM,gene,0.997,35192545
11410,immune,cell_line,0.736,35192545
11411,immune and nonimmune stromal cells,cell_type,0.884,35192545
11412,epithelial cancer cell,cell_line,0.4917,35192545
11413,epithelial cancer cell compartment,cell_type,0.749,35192545
11414,epithelial cancer,disease,0.9277,35192545
11415,OSM receptor,gene,0.994,35192545
11416,OSMR,gene,0.997,35192545
11417,breast cancer,disease,0.934,35192545
11418,tumor,disease,0.997,35192545
11419,OSM axis,gene,0.761,35192545
11420,tumor,disease,0.999,35192545
11421,syngeneic tumors,disease,0.9995,35192545
11422,mice,species,0.934,35192545
11423,OSMR,gene,0.9897,35192545
11424,murine,species,0.9814,35192545
11425,human,species,0.984,35192545
11426,breast tumors,disease,0.828,35192545
11427,OSM,gene,0.9946,35192545
11428,myeloid cells,cell_type,0.854,35192545
11429,OSMR,gene,0.9917,35192545
11430,fibroblasts,cell_type,0.8433,35192545
11431,cancer cells,cell_type,0.7876,35192545
11432,cancer,disease,0.9995,35192545
11433,fibroblasts,cell_type,0.834,35192545
11434,VEGF,gene,0.991,35192545
11435,CXCL1,gene,0.9575,35192545
11436,CXCL16,gene,0.955,35192545
11437,OSM,gene,0.987,35192545
11438,OSMR,gene,0.995,35192545
11439,breast cancer,disease,0.999,35192545
11440,Myeloid-derived Suppressor Cells,cell_type,0.847,35188888
11441,Tumor,disease,0.999,35188888
11442,immune cells,cell_type,0.7466,35188888
11443,tumor,disease,0.994,35188888
11444,immune cells,cell_type,0.928,35188888
11445,Myeloid-derived suppressor cells,cell_type,0.8364,35188888
11446,MDSCs,cell_type,0.8086,35188888
11447,immunosuppressive cells,cell_type,0.813,35188888
11448,tumor,disease,1.0,35188888
11449,tumor,disease,0.8857,35188888
11450,T cells,cell_type,0.927,35188888
11451,tumor,disease,1.0,35188888
11452,MDSCs,cell_type,0.858,35188888
11453,fatty acid,drug,0.999,35188888
11454,amino acids,drug,0.9946,35188888
11455,MDSCs,cell_type,0.886,35188888
11456,cyclic di-AMP,drug,0.9995,35169141
11457,TB,disease,,35169141
11458,BCG,species,0.4924,35169141
11459,c-di-AMP,drug,0.999,35169141
11460,stimulator of interferon genes,gene,0.9834,35169141
11461,STING,gene,0.994,35169141
11462,BCG,species,0.5273,35169141
11463,c-di-AMP,drug,0.9995,35169141
11464,myeloid cell,cell_type,0.9116,35169141
11465,bladder cancer,disease,1.0,35169141
11466,ovarian tumor,disease,0.996,35166871
11467,ovarian tumor,disease,0.8584,35166871
11468,tumor-associated macrophages,cell_type,0.811,35166871
11469,tumor,disease,0.9185,35166871
11470,TAMs,cell_type,0.664,35166871
11471,granulocytic cells,cell_type,0.8843,35166871
11472,ganglioside NAcGM3,drug,0.936,35166871
11473,Neisseria meningitidis derived outer membrane vesicles,cell_type,0.673,35166871
11474,Neisseria meningitidis,species,0.513,35166871
11475,splenic granulocytic cells,cell_type,0.9004,35166871
11476,tumor,disease,1.0,35166871
