,mention,obj,prob,pmid
17617,aflibercept,gene,0.9683,32100141
17618,patients,species,0.978,32100141
17619,AMD,disease,1.0,32100141
17620,patients,species,0.9746,32100141
17621,aflibercept,gene,0.9766,32100141
17622,cone,cell_type,0.4146,32100141
17623,aflibercept,gene,0.912,32100141
17624,cone,cell_type,0.4639,32100141
17625,aflibercept,gene,0.9404,32100141
17626,aflibercept,gene,0.952,32100141
17627,cone,cell_type,0.4558,32100141
17628,aflibercept,gene,0.969,32100141
17629,aflibercept,gene,0.985,32096347
17630,visual impairment,disease,1.0,32096347
17631,wet AMD,disease,0.9995,32096347
17632,anti-VEGF,gene,0.9683,32096347
17633,aflibercept,gene,0.976,32096347
17634,visual impairment,disease,1.0,32096347
17635,VEGF,gene,0.874,32096347
17636,bevacizumab,gene,0.6226,32096347
17637,aflibercept,gene,0.984,32096347
17638,visual impairments,disease,1.0,32096347
17639,age-related macular degeneration,disease,1.0,32096347
17640,AMD,disease,1.0,32096347
17641,anti-VEGF,gene,0.9663,32096347
17642,aflibercept,gene,0.968,32096347
17643,anti-VEGF,gene,0.938,32096347
17644,aflibercept,gene,0.969,32096347
17645,wet AMD,disease,0.991,32096347
17646,anti-VEGF,gene,0.9023,32096347
17647,aflibercept,gene,0.989,32096347
17648,anti-VEGF,gene,0.992,32096347
17649,bevacizumab,gene,0.5854,32096347
17650,visual impairments,disease,1.0,32096347
17651,visual impairments,disease,0.997,32096347
17652,aflibercept,gene,0.7715,32096347
17653,visual impairments,disease,1.0,32096347
17654,aflibercept,gene,0.98,32095777
17655,vascular endothelial growth factor,gene,0.871,32095777
17656,arterial thromboembolic events,disease,0.999,32095777
17657,aflibercept,gene,0.989,32095777
17658,patients,species,0.977,32095777
17659,age-related macular degeneration,disease,1.0,32095777
17660,aflibercept,gene,0.933,32095777
17661,patients,species,0.988,32095777
17662,arterial thromboembolic event,disease,1.0,32095777
17663,aflibercept,gene,0.9873,32095777
17664,platelet,cell_type,0.7773,32095777
17665,fibrinogen,gene,0.79,32095777
17666,D-dimer,RNA,0.4944,32095777
17667,prothrombin,gene,0.9873,32095777
17668,thromboplastin,gene,0.995,32095777
17669,Proteins S and C,gene,0.9976,32095777
17670,aflibercept,gene,0.979,32095777
17671,aflibercept,gene,0.984,32095777
17672,patients,species,0.954,32095777
17673,exudative age-related macular degeneration,disease,1.0,32095777
17674,aflibercept,gene,0.9805,32095777
17675,aflibercept,gene,0.989,32095777
17676,Aflibercept,gene,0.933,32093666
17677,cystoid macular oedema,disease,1.0,32093666
17678,aflibercept,gene,0.9385,32093666
17679,cystoid macular oedema,disease,1.0,32093666
17680,CMO,disease,1.0,32093666
17681,central retinal vein occlusion,disease,1.0,32093666
17682,CRVO,disease,1.0,32093666
17683,patients,species,0.9746,32093666
17684,CMO,disease,1.0,32093666
17685,CRVO,disease,1.0,32093666
17686,patients,species,0.98,32093666
17687,Diabetic Retinopathy,disease,0.9995,32093666
17688,patients,species,0.947,32093666
17689,ETDRS,DNA,0.534,32093666
17690,Patients,species,0.978,32093666
17691,aflibercept,gene,0.784,32093666
17692,CMO,disease,1.0,32093666
17693,CRVO,disease,1.0,32093666
17694,ranibizumab,gene,0.8706,32092094
17695,aflibercept,gene,0.9805,32092094
17696,polypoidal choroidal vasculopathy,disease,1.0,32092094
17697,PCV,disease,1.0,32092094
17698,PCV,disease,1.0,32092094
17699,ranibizumab,gene,0.573,32092094
17700,aflibercept,gene,0.888,32092094
17701,ARMS2,gene,0.993,32092094
17702,A69S,DNA,0.4539,32092094
17703,A69,mutation,,32092094
17704,CFH,gene,0.9897,32092094
17705,I62V,DNA,0.477,32092094
17706,I62,mutation,,32092094
17707,G allele,RNA,0.4714,32092094
17708,protective allele,DNA,0.6846,32092094
17709,ARMS2,gene,0.9917,32092094
17710,A69S,DNA,0.4253,32092094
17711,A69,mutation,,32092094
17712,GLD,disease,0.9937,32092094
17713,ARMS2,DNA,0.711,32092094
17714,ARMS2 A69S,gene,0.947,32092094
17715,A69S,DNA,0.3757,32092094
17716,A69,mutation,,32092094
17717,PCV,disease,1.0,32092094
17718,NEOVASCULAR AGE-RELATED MACULAR DEGENERATION,disease,0.9814,32091488
17719,AFLIBERCEPT,disease,0.976,32091488
17720,neovascular age-related macular degeneration,disease,1.0,32091488
17721,aflibercept,gene,0.98,32091488
17722,polypoidal choroidal vasculopathy,disease,1.0,32091488
17723,PCV,disease,1.0,32091488
17724,hemorrhagic choroidal neovascularization,disease,1.0,32091488
17725,hCNV,disease,1.0,32091488
17726,pigment epithelium detachment,disease,1.0,32091488
17727,PED,disease,1.0,32091488
17728,retinal angiomatous proliferation,disease,1.0,32091488
17729,RAP,disease,1.0,32091488
17730,aflibercept,gene,0.973,32091488
17731,PCV,disease,0.9995,32091488
17732,Diabetic Retinopathy,disease,1.0,32091488
17733,hCNV,disease,0.9487,32091488
17734,RAP lesions,disease,0.997,32091488
17735,PED,disease,1.0,32091488
17736,PCV,disease,0.998,32091488
17737,RAP,DNA,0.6064,32091488
17738,hCNV,disease,0.511,32091488
17739,PCV,disease,1.0,32091488
17740,hCNV,disease,0.9995,32091488
17741,RAP lesions,disease,0.908,32091488
17742,atrophy,disease,0.89,32091488
17743,PED,disease,1.0,32091488
17744,neovascular age-related macular degeneration,disease,1.0,32091488
17745,ranibizumab,gene,0.9346,32090034
17746,aflibercept,gene,0.9785,32090034
17747,wet AMD,disease,0.998,32090034
17748,ranibizumab,gene,0.673,32090034
17749,aflibercept,gene,0.961,32090034
17750,AMD,disease,1.0,32090034
17751,aflibercept,gene,0.924,32090034
17752,ranibizumab,gene,0.926,32090034
17753,aflibercept,gene,0.9673,32090034
17754,Macular Atrophy,disease,1.0,32084278
17755,macular atrophy,disease,1.0,32084278
17756,MA,disease,1.0,32084278
17757,anti-vascular endothelial growth factor,gene,0.881,32084278
17758,VEGF,gene,0.993,32084278
17759,neovascular age-related macular degeneration,disease,1.0,32084278
17760,nAMD,disease,1.0,32084278
17761,PATIENTS,species,0.9443,32084278
17762,MA,disease,0.8184,32084278
17763,MA,disease,0.9614,32084278
17764,MA,disease,0.8306,32084278
17765,VEGF,gene,0.8174,32084278
17766,Foveal MA,disease,0.9883,32084278
17767,ETDRS,DNA,0.51,32084278
17768,MA,disease,0.998,32084278
17769,ETDRS,DNA,0.473,32084278
17770,ETDRS,DNA,0.4707,32084278
17771,nAMD,disease,1.0,32084278
17772,anti-VEGF,gene,0.959,32084278
17773,Aflibercept,gene,0.977,32082619
17774,Ranibizumab,gene,0.89,32082619
17775,aflibercept,gene,0.9907,32082619
17776,myopic choroidal neovascularization,disease,1.0,32082619
17777,mCNV,disease,1.0,32082619
17778,mCNV,disease,1.0,32082619
17779,IVA,disease,0.8486,32082619
17780,mCNV,disease,0.9995,32082619
17781,diabetic macular edema,disease,1.0,32077907
17782,CI-DME,disease,0.997,32077907
17783,aflibercept,gene,0.9814,32077907
17784,aflibercept,gene,0.9854,32077907
17785,aflibercept,gene,0.986,32077907
17786,patient,species,0.966,32077907
17787,aflibercept,gene,0.9575,32077907
17788,PARTICIPANTS,species,0.637,32077907
17789,Participants,species,0.788,32077907
17790,type 1 or 2 diabetes,disease,1.0,32077907
17791,CI-DME,disease,1.0,32077907
17792,aflibercept,gene,0.868,32077907
17793,aflibercept,gene,0.9688,32077907
17794,aflibercept,gene,0.9585,32077907
17795,aflibercept,gene,0.9663,32077907
17796,nonproliferative,disease,0.7456,32077907
17797,diabetic retinopathy,disease,0.906,32077907
17798,Diabetic Retinopathy,disease,1.0,32077907
17799,nonproliferative diabetic retinopathy,disease,0.9736,32077907
17800,retinopathy,disease,1.0,32077907
17801,participants,species,0.9614,32077907
17802,DME,drug,0.622,32077907
17803,aflibercept,gene,0.9004,32077907
17804,aflibercept,gene,0.894,32077907
17805,aflibercept,gene,0.979,32077907
17806,diabetic retinopathy,disease,1.0,32077907
17807,DME,disease,1.0,32077907
17808,VEGF,gene,0.993,32065066
17809,Pancreatic Tumor,disease,0.9985,32065066
17810,tumors,disease,1.0,32065066
17811,vascular endothelial growth factor,gene,0.998,32065066
17812,ectopic subcutaneous xenograft model,cell_line,0.6704,32065066
17813,pancreatic tumor,disease,1.0,32065066
17814,tumor,disease,0.998,32065066
17815,mice,species,0.9287,32065066
17816,tumor,disease,0.997,32065066
17817,Mice,species,0.9062,32065066
17818,sorafenib,drug,0.9995,32065066
17819,ziv-aflibercept,gene,0.9834,32065066
17820,Sorafenib,drug,0.999,32065066
17821,BAY 43-9006,drug,0.9995,32065066
17822,Nexavar,drug,0.9814,32065066
17823,Raf kinase,gene,0.9937,32065066
17824,receptor tyrosine kinases,gene,0.995,32065066
17825,tyrosine,drug,0.9893,32065066
17826,vascular endothelial growth factor receptors 2,gene,0.994,32065066
17827,Ziv-aflibercept,gene,0.9844,32065066
17828,ZALTRAP,gene,0.927,32065066
17829,vascular endothelial growth factor A,gene,0.999,32065066
17830,vascular endothelial growth factor B,gene,0.9985,32065066
17831,placental growth factor,gene,0.9966,32065066
17832,tumor,disease,0.9976,32065066
17833,aflibercept,gene,0.9824,32062727
17834,wt RAS,gene,0.917,32062727
17835,mCRC,disease,0.9507,32062727
17836,patients,species,0.9917,32062727
17837,aflibercept,gene,0.9785,32062727
17838,FOLFIRI,drug,0.971,32062727
17839,wt RAS,gene,0.96,32062727
17840,mCRC,disease,0.9053,32062727
17841,patients,species,0.9824,32062727
17842,EGFR,gene,0.603,32062727
17843,wt RAS,gene,0.9756,32062727
17844,mCRC,disease,0.998,32062727
17845,patients,species,0.9883,32062727
17846,aflibercept,gene,0.9927,32062727
17847,EGFR,gene,0.997,32062727
17848,patients,species,0.985,32062727
17849,tumor,disease,0.9126,32062727
17850,patients,species,0.9653,32062727
17851,patients,species,0.981,32062727
17852,wild,cell_line,0.6445,32062727
17853,wild-type RAS tumors,disease,0.9727,32062727
17854,patients,species,0.989,32062727
17855,BRAF mutations,gene,0.8613,32062727
17856,EGFR,gene,0.6797,32062727
17857,aflibercept,gene,0.9785,32062727
17858,patients,species,0.988,32062727
17859,FOLFIRI,drug,0.9717,32062727
17860,aflibercept,gene,0.978,32062727
17861,patients,species,0.983,32062727
17862,TAS-102,drug,0.9966,32062727
17863,regorafenib,drug,0.9727,32062727
17864,capecitabine,drug,0.9995,32062727
17865,patients,species,0.9873,32062727
17866,hypertension,disease,0.9614,32062727
17867,Aflibercept,gene,0.9497,32062727
17868,patients,species,0.9854,32062727
17869,patients,species,0.9653,32062727
17870,wt RAS,gene,0.886,32062727
17871,mCRC,disease,0.9985,32062727
17872,EGFR,gene,0.5405,32062727
17873,OS,disease,,32062727
17874,FOLFIRI,drug,0.653,32062727
17875,aflibercept,gene,0.9766,32062727
17876,anti-,gene,0.685,32062727
17877,EGFR,gene,0.765,32062727
17878,RAS,DNA,0.6577,32062727
17879,RAS wt,gene,0.987,32062727
17880,mCRC,disease,0.997,32062727
17881,ziv-aflibercept,gene,0.967,32060315
17882,Aflibercept,gene,0.991,32060315
17883,AFL,gene,0.9966,32060315
17884,Fc fusion protein,gene,0.993,32060315
17885,colorectal cancers,disease,1.0,32060315
17886,ophthalmological diseases,disease,1.0,32060315
17887,AFL,drug,0.9985,32060315
17888,Zaltrap,drug,0.9985,32060315
17889,Eylea,drug,0.9907,32060315
17890,ziv-AFL,drug,0.9927,32060315
17891,AFL,drug,0.99,32060315
17892,AFL,drug,0.997,32060315
17893,ziv-AFL,drug,0.9946,32060315
17894,ziv,gene,0.6953,32060315
17895,AFL,gene,0.777,32060315
17896,tryptophan,drug,0.992,32060315
17897,VEGF,gene,0.9937,32060315
17898,Bevacizumab,gene,0.892,32052341
17899,Aflibercept,gene,0.9688,32052341
17900,Metastatic Colorectal,disease,0.925,32052341
17901,Bevacizumab,gene,0.8564,32052341
17902,aflibercept,gene,0.9834,32052341
17903,metastatic colorectal carcinoma,disease,0.9995,32052341
17904,mCRC,disease,1.0,32052341
17905,patients,species,0.973,32052341
17906,RAS-mutated tumours,disease,0.993,32052341
17907,RAS,gene,0.9956,32052341
17908,patients,species,0.969,32052341
17909,mCRC,disease,0.9756,32052341
17910,bevacizumab,gene,0.9653,32052341
17911,aflibercept,gene,0.998,32052341
17912,PATIENTS,species,0.969,32052341
17913,mCRC,disease,0.96,32052341
17914,patients,species,0.9883,32052341
17915,bevacizumab,gene,0.921,32052341
17916,aflibercept,gene,0.9365,32052341
17917,patients,species,0.994,32052341
17918,RAS,gene,0.997,32052341
17919,tumours,disease,0.898,32052341
17920,bevacizumab,gene,0.904,32052341
17921,aflibercept,gene,0.966,32052341
17922,bevacizumab,gene,0.904,32052341
17923,aflibercept,gene,0.98,32052341
17924,aflibercept,gene,0.99,32052341
17925,bevacizumab,gene,0.8076,32052341
17926,bevacizumab,gene,0.829,32052341
17927,Patients,species,0.9805,32052341
17928,aflibercept,gene,0.966,32052341
17929,mCRC,disease,0.9873,32052341
17930,patients,species,0.981,32051764
17931,aflibercept,gene,0.9873,32051764
17932,ranibizumab,gene,0.907,32051764
17933,Patients,species,0.942,32051764
17934,patients,species,0.989,32051764
17935,aflibercept,gene,0.9795,32051764
17936,ranibizumab,gene,0.9053,32051764
17937,diabetic macular edema,disease,1.0,32051764
17938,DME,disease,1.0,32051764
17939,age-related macular degeneration,disease,0.9927,32051764
17940,AMD,disease,1.0,32051764
17941,macular edema,disease,1.0,32051764
17942,retinal vein occlusion,disease,1.0,32051764
17943,RVO,disease,1.0,32051764
17944,patients,species,0.984,32051764
17945,ranibizumab,gene,0.8994,32051764
17946,aflibercept,gene,0.995,32051764
17947,retinal nerve fibre,cell_type,0.4968,32051764
17948,AMD,disease,1.0,32051764
17949,vein occlusion,disease,0.9995,32051764
17950,ranibizumab,gene,0.7495,32051764
17951,bevacizumab,gene,0.7715,32051764
17952,ranibizumab,gene,0.909,32051764
17953,glaucoma,disease,1.0,32051764
17954,patient,species,0.9565,32051764
17955,patient,species,0.9546,32051764
17956,glaucomatous changes,disease,0.9844,32051764
17957,inflammation,disease,0.953,32049159
17958,panuveitis,disease,1.0,32049159
17959,aflibercept,gene,0.99,32049159
17960,bevacizumab,gene,0.833,32049159
17961,ranibizumab,gene,0.755,32049159
17962,inflammation,disease,0.6357,32049159
17963,silicone,drug,0.714,32049159
17964,vitreous opacities,disease,1.0,32049159
17965,inflammatory,disease,0.826,32049159
17966,inflammation,disease,0.896,32049159
17967,inflammation,disease,0.7666,32049159
17968,Aflibercept,gene,0.9634,32049159
17969,inflammation,disease,0.8975,32049159
17970,Aflibercept,gene,0.9795,32045141
17971,Ranibizumab,gene,0.8325,32045141
17972,Retinal Pigment Epithelial Cells,cell_type,0.8374,32045141
17973,Vascular Endothelial Cells,cell_type,0.838,32045141
17974,human RPE cells,cell_line,0.889,32045141
17975,ARPE-19,cell_line,0.9297,32045141
17976,human umbilical vascular endothelial cells,cell_type,0.877,32045141
17977,HUVEC,cell_type,0.8228,32045141
17978,VEGF,gene,0.9463,32045141
17979,NO,drug,0.9976,32045141
17980,RPE cells,cell_type,0.9116,32045141
17981,vascular endothelial cells,cell_type,0.7153,32045141
17982,co-culture HUVEC/RPE,cell_line,0.698,32045141
17983,Ranibizumab,gene,0.954,32045141
17984,Aflibercept,gene,0.9766,32045141
17985,NO,drug,0.9995,32045141
17986,NO synthase,gene,0.882,32045141
17987,NOS,gene,0.9004,32045141
17988,phosphatidylinositol,drug,0.9976,32045141
17989,phosphatidylinositol 3'-kinase,gene,0.994,32045141
17990,PI3K,gene,0.992,32045141
17991,extracellular-signal-regulated kinases 1/2,gene,0.9956,32045141
17992,ERK1/2,gene,0.99,32045141
17993,p38,DNA,0.4846,32045141
17994,p38 mitogen-activated protein kinase,gene,0.9956,32045141
17995,p38 MAPK,gene,0.877,32045141
17996,NO,drug,0.998,32045141
17997,GSH,drug,0.9966,32045141
17998,NOS isoforms,gene,0.97,32045141
17999,RPE cells,cell_type,0.8804,32045141
18000,HUVEC,cell_line,0.7236,32045141
18001,Aflibercept,gene,0.9966,32045141
18002,Ranibizumab,gene,0.9824,32045141
18003,NO,drug,0.996,32045141
18004,anti-VEGF,gene,0.7065,32045141
18005,Aflibercept,gene,0.9824,32045141
18006,Ranibizumab,gene,0.957,32045141
18007,NOS,gene,0.988,32045141
18008,PI3K,gene,0.988,32045141
18009,ERK1/2,gene,0.913,32045141
18010,Aflibercept,gene,0.987,32045141
18011,Ranibizumab,gene,0.967,32045141
18012,RPE cells,cell_type,0.902,32045141
18013,HUVEC,cell_line,0.9526,32045141
18014,Aflibercept,gene,0.9956,32045141
18015,Ranibizumab,gene,0.9766,32045141
18016,RPE cells,cell_type,0.8774,32045141
18017,aflibercept,gene,0.9854,32041720
18018,aflibercept,gene,0.976,32041720
18019,Eylea,gene,0.7954,32041720
18020,retinitis pigmentosa-associated cystoid macular oedema,disease,1.0,32041720
18021,RP-CMO,disease,1.0,32041720
18022,patients,species,0.9893,32041720
18023,patients,species,0.9663,32041720
18024,patient,species,0.9897,32041720
18025,participants,species,0.982,32041720
18026,patients,species,0.9277,32041720
18027,RP-CMO,disease,0.9995,32041720
18028,patients,species,0.988,32041720
18029,patients,species,0.994,32041720
18030,CMO,disease,0.9995,32041720
18031,anti-VEGF,gene,0.899,32041720
18032,patients,species,0.9775,32041720
18033,CMO,disease,0.9995,32041720
18034,VEGF,gene,0.9927,32041720
18035,RP-CMO,disease,0.956,32041720
18036,Ganglion Cell,cell_type,0.686,32037745
18037,Anti-vascular Endothelial Growth Factor,gene,0.991,32037745
18038,Age-related Macular Degeneration,disease,1.0,32037745
18039,anti-vascular endothelial growth factor,gene,0.98,32037745
18040,VEGF,gene,0.9966,32037745
18041,ganglion cell,cell_type,0.5835,32037745
18042,age-related macular degeneration,disease,1.0,32037745
18043,AMD,disease,1.0,32037745
18044,anti-VEGF,gene,0.7935,32037745
18045,anti-VEGF,gene,0.948,32037745
18046,anti-VEGF,gene,0.9497,32037745
18047,GCIPL,cell_type,0.4314,32037745
18048,GCIPL,cell_type,0.5386,32037745
18049,anti-VEGF,gene,0.9526,32037745
18050,AMD,disease,1.0,32037745
18051,Aflibercept,gene,0.85,32036821
18052,Diabetic Macular Edema,disease,1.0,32036821
18053,aflibercept,gene,0.9526,32036821
18054,diabetic macular edema,disease,1.0,32036821
18055,DME,disease,1.0,32036821
18056,aflibercept,gene,0.92,32036821
18057,DME,disease,1.0,32036821
18058,diffuse retinal thickening,disease,1.0,32036821
18059,DRT,disease,1.0,32036821
18060,cystoid macular edema,disease,1.0,32036821
18061,CME,disease,1.0,32036821
18062,serous retinal detachment,disease,1.0,32036821
18063,SRD,disease,1.0,32036821
18064,aflibercept,gene,0.9663,32036821
18065,Aflibercept,gene,0.7617,32036821
18066,DME,disease,1.0,32036821
18067,Bevacizumab,gene,0.8574,32029959
18068,eye diseases,disease,0.9805,32029959
18069,Vascular endothelial growth factor,gene,0.997,32029959
18070,VEGF,gene,0.9956,32029959
18071,ranibizumab,gene,0.701,32029959
18072,aflibercept,gene,0.946,32029959
18073,pegaptanib,drug,0.917,32029959
18074,eye diseases,disease,0.997,32029959
18075,Bevacizumab,gene,0.6387,32029959
18076,VEGF,gene,0.9976,32029959
18077,cancer,disease,1.0,32029959
18078,eye diseases,disease,0.988,32029959
18079,bevacizumab,gene,0.862,32029959
18080,ranibizumab,gene,0.7373,32029959
18081,bevacizumab,gene,0.87,32029959
18082,bevacizumab,gene,0.7744,32029959
18083,ranibizumab,gene,0.7354,32029959
18084,bevacizumab,gene,0.849,32029959
18085,bevacizumab,gene,0.9165,32029959
18086,eye diseases,disease,0.9946,32029959
18087,proteinuria,disease,0.999,32029849
18088,cancer,disease,1.0,32029849
18089,patients,species,0.991,32029849
18090,proteinuria,disease,0.9995,32029849
18091,proteinuria,disease,0.9985,32029849
18092,proteinuria,disease,0.9995,32029849
18093,cancer,disease,1.0,32029849
18094,patients,species,0.9883,32029849
18095,cancer,disease,1.0,32029849
18096,patients,species,0.988,32029849
18097,bevacizumab,gene,0.8,32029849
18098,aflibercept,gene,0.9575,32029849
18099,proteinuria,disease,1.0,32029849
18100,patients,species,0.992,32029849
18101,proteinuria,disease,1.0,32029849
18102,proteinuria,disease,0.9995,32029849
18103,calcium,drug,0.9985,32029849
18104,cancer,disease,1.0,32029849
18105,proteinuria,disease,1.0,32029849
18106,calcium,drug,0.989,32029849
18107,proteinuria,disease,0.9775,32029849
18108,cancer,disease,1.0,32029849
18109,vascular endothelial growth factor,gene,0.997,32027392
18110,neovascular glaucoma,disease,1.0,32027392
18111,Neovascular glaucoma,disease,1.0,32027392
18112,NVG,disease,1.0,32027392
18113,glaucoma,disease,0.9985,32027392
18114,vascular endothelial growth factor,gene,0.9717,32027392
18115,VEGF,gene,0.5166,32027392
18116,VEGF,gene,0.567,32027392
18117,NVG,disease,1.0,32027392
18118,VEGF,gene,0.8335,32027392
18119,NVG,disease,1.0,32027392
18120,VEGF,gene,0.629,32027392
18121,NVG,disease,0.9995,32027392
18122,Ahmed,DNA,0.4897,32027392
18123,Ahmed,DNA,0.4995,32027392
18124,VEGF,gene,0.501,32027392
18125,PRP,cell_type,0.4683,32027392
18126,ranibizumab,gene,0.649,32027392
18127,VEGF,gene,0.876,32027392
18128,VEGF,gene,0.8633,32027392
18129,VEGF,gene,0.8623,32027392
18130,VEGF,gene,0.75,32027392
18131,VEGF,gene,0.855,32027392
18132,VEGF,gene,0.852,32027392
18133,anterior chamber bleeding,disease,0.971,32027392
18134,conjunctival hemorrhage,disease,1.0,32027392
18135,retinal detachment,disease,1.0,32027392
18136,phthisis bulbi,disease,1.0,32027392
18137,VEGF,gene,0.8926,32027392
18138,ranibizumab,gene,0.6978,32027392
18139,bevacizumab,gene,0.6914,32027392
18140,aflibercept,gene,0.962,32027392
18141,NVG,disease,1.0,32027392
18142,Brolucizumab,gene,0.775,32022789
18143,age-related macular degeneration,disease,1.0,32022789
18144,Ranibizumab,gene,0.927,32020843
18145,Aflibercept,gene,0.974,32020843
18146,Neovascular Age-Related Macular Degeneration,disease,1.0,32020843
18147,Diabetic Macular Edema,disease,1.0,32020843
18148,Ranibizumab,gene,0.7964,32020843
18149,aflibercept,gene,0.9395,32020843
18150,neovascular age-related macular degeneration,disease,1.0,32020843
18151,nAMD,disease,1.0,32020843
18152,diabetic macular edema,disease,1.0,32020843
18153,DME,disease,1.0,32020843
18154,ranibizumab,gene,0.7285,32020843
18155,aflibercept,gene,0.97,32020843
18156,nAMD,disease,1.0,32020843
18157,DME,disease,1.0,32020843
18158,nAMD,disease,1.0,32020843
18159,ranibizumab,gene,0.9487,32020843
18160,aflibercept,gene,0.9663,32020843
18161,DME,disease,1.0,32020843
18162,ranibizumab,gene,0.909,32020843
18163,aflibercept,gene,0.94,32020843
18164,aflibercept,gene,0.9805,32020843
18165,ranibizumab,gene,0.5957,32020843
18166,ranibizumab,gene,0.8,32020843
18167,aflibercept,gene,0.9736,32020843
18168,nAMD,disease,1.0,32020843
18169,DME,disease,1.0,32020843
18170,nAMD,disease,1.0,32020843
18171,aflibercept,gene,0.9478,32020843
18172,nAMD,disease,1.0,32020843
18173,ranibizumab,gene,0.8916,32020843
18174,aflibercept,gene,0.9834,32020843
18175,DME,disease,1.0,32020843
18176,ranibizumab,gene,0.8604,32020843
18177,aflibercept,gene,0.9473,32020843
18178,DME,disease,1.0,32020843
18179,ranibizumab,gene,0.7773,32020843
18180,aflibercept,gene,0.7705,32020843
18181,ranibizumab,gene,0.8823,32020843
18182,aflibercept,gene,0.975,32020843
18183,nAMD,disease,1.0,32020843
18184,DME,disease,1.0,32020843
18185,Fortress,DNA,0.456,32020843
18186,endophthalmitis,disease,1.0,32019339
18187,endophthalmitis,disease,1.0,32019339
18188,patients,species,0.9907,32019339
18189,ranibizumab,gene,0.85,32019339
18190,bevacizumab,gene,0.769,32019339
18191,aflibercept,gene,0.9746,32019339
18192,retinal vascular diseases,disease,1.0,32019339
18193,patients,species,0.994,32019339
18194,Endophthalmitis,disease,1.0,32019339
18195,endophthalmitis,disease,0.8906,32019339
18196,endophthalmitis,disease,1.0,32019339
18197,endophthalmitis,disease,1.0,32019339
18198,endophthalmitis,disease,1.0,32019339
18199,endophthalmitis,disease,1.0,32019339
18200,Aflibercept,gene,0.981,32016788
18201,aflibercept,gene,0.99,32016788
18202,AFL,gene,0.994,32016788
18203,patients,species,0.965,32016788
18204,exudative age-related macular degeneration,disease,1.0,32016788
18205,AMD,disease,1.0,32016788
18206,exudative AMD,disease,1.0,32016788
18207,Diabetic Retinopathy,disease,1.0,32016788
18208,Patients,species,0.9775,32016788
18209,IVT,drug,0.9507,32016788
18210,AFL,drug,0.7725,32016788
18211,patients,species,0.9463,32016788
18212,patients,species,0.978,32016788
18213,IVT-AFL,drug,0.9185,32016788
18214,exudative AMD,disease,0.978,32016788
18215,aflibercept,gene,0.9688,32016666
18216,pachychoroid neovasculopathy,disease,1.0,32016666
18217,polypoidal lesions,disease,1.0,32016666
18218,aflibercept,gene,0.979,32016666
18219,pachychoroid neovasculopathy,disease,0.91,32016666
18220,PNV,disease,1.0,32016666
18221,polypoidal lesions,disease,1.0,32016666
18222,PATIENTS,species,0.9683,32016666
18223,PNV,disease,1.0,32016666
18224,pachyvessel,DNA,0.5415,32016666
18225,choroidal neovascularization,disease,0.93,32016666
18226,pachyvessel,cell_type,0.5576,32016666
18227,pachyvessel,DNA,0.664,32016666
18228,CNV,disease,0.5356,32016666
18229,aflibercept,gene,0.9814,32016666
18230,PNV,disease,1.0,32016666
18231,polypoidal lesions,disease,1.0,32016666
18232,anti-vascular endothelial growth factor,gene,0.959,32009630
18233,Age-related macular degeneration,disease,1.0,32009630
18234,AMD,disease,1.0,32009630
18235,visual loss,disease,0.988,32009630
18236,people,species,0.9604,32009630
18237,vascular endothelial growth factor,gene,0.9673,32009630
18238,VEGF,gene,0.9966,32009630
18239,exudative AMD,disease,0.9995,32009630
18240,tachyphylaxis,disease,0.603,32009630
18241,VEGF,gene,0.953,32009630
18242,patients,species,0.9014,32009630
18243,exudative AMD,disease,0.999,32009630
18244,AMD,disease,0.9995,32009630
18245,patients,species,0.992,32009630
18246,ranibizumab,gene,0.924,32009630
18247,aflibercept,gene,0.9775,32009630
18248,participants,species,0.9756,32009630
18249,Exudative AMD,disease,0.9995,32009630
18250,VEGF,gene,0.994,32009630
18251,patients,species,0.977,32009630
18252,tachyphylaxis,disease,0.993,32009630
18253,aflibercept,gene,0.9604,32009630
18254,serous pigment epithelium detachment,disease,1.0,32009630
18255,sPED,disease,1.0,32009630
18256,aflibercept,gene,0.9795,32009630
18257,ranibizumab,gene,0.819,32009630
18258,CRT,DNA,0.4648,32009630
18259,aflibercept,gene,0.9795,32009630
18260,VEGF,gene,0.92,32009630
18261,exudative AMD,disease,0.999,32009630
18262,patients,species,0.99,32009630
18263,AMD,disease,1.0,32009630
18264,patients,species,0.993,32009630
18265,VEGF,gene,0.9937,32009630
18266,Ranibizumab,gene,0.885,32009462
18267,aflibercept,gene,0.9634,32009462
18268,Branch retinal vein occlusion,disease,1.0,32009462
18269,macular oedema,disease,1.0,32009462
18270,vascular endothelial growth factor,gene,0.996,32009462
18271,vascular endothelial growth factor,gene,0.8564,32009462
18272,patients,species,0.9834,32009462
18273,ranibizumab,gene,0.7954,32009462
18274,aflibercept,gene,0.9053,32009462
18275,macular oedema,disease,1.0,32009462
18276,ranibizumab,gene,0.6997,32009462
18277,aflibercept,gene,0.972,32009462
18278,ranibizumab,gene,0.847,32009462
18279,aflibercept,gene,0.9766,32009462
18280,Diabetic Retinopathy,disease,1.0,32009462
18281,macular oedema,disease,1.0,32009462
18282,ranibizumab,gene,0.5283,32009462
18283,aflibercept,gene,0.938,32009462
18284,macular oedema,disease,1.0,32009462
18285,ranibizumab,gene,0.8706,32009462
