,node,betweenness,gene
1965,HK3,0.00020898351295648297,HK3
658,leukocyte immunoglobulin-like receptor B,0.00020835312021048302,leukocyte immunoglobulin-like receptor B
3783,lactate dehydrogenase A,0.00020677089879118235,lactate dehydrogenase A
4161,bFGF,0.00020658736236497604,bFGF
502,CD68+,0.0002049893232948127,CD68+
304,MYCN,0.00020271873615895167,MYCN
813,mannose receptor,0.00020200785555282605,mannose receptor
3049,Tollip,0.0002006479079713721,Tollip
4194,PU.1 gene,0.0001963307679619585,PU.1 gene
423,CRP,0.0001944453316727824,CRP
465,LSD1,0.0001910624215438367,LSD1
466,KDM1A,0.0001910624215438367,KDM1A
2075,ARG1,0.00019004034245069043,ARG1
1545,HER2+,0.00018978238047706163,HER2+
993,PDK1,0.00018965363556756578,PDK1
1205,Stat3,0.00018825717255163625,Stat3
1865,G6PDH,0.000187603042125526,G6PDH
1228,Lysosomal acid lipase,0.00018748584989816612,Lysosomal acid lipase
1351,BAX,0.00018633388975211233,BAX
4940,Sfpi1,0.0001827272095472337,Sfpi1
908,MAPKs,0.0001812919382771518,MAPKs
2825,GFI1,0.00017981071434739417,GFI1
1540,FA,0.00017771730057367877,FA
470,RAR,0.00017755121733985325,RAR
467,Polycomb Repressive Complex 2,0.00017626811916666974,Polycomb Repressive Complex 2
4736,pu.1,0.0001759810898688582,pu.1
4735,gata1,0.0001759810898688582,gata1
4733,scl,0.0001759810898688582,scl
1532,CCL22,0.00017555103460920873,CCL22
287,HOX genes,0.0001731743022097662,HOX genes
657,CD163+,0.00017202941494311852,CD163+
1507,KPC,0.00017169151271841923,KPC
1047,CD44,0.000170985452335689,CD44
1834,Il1b,0.0001706435995930176,Il1b
1443,CDK4/6,0.00017025734563673925,CDK4/6
828,CXCL8,0.00016693659939676355,CXCL8
3247,CD83,0.00016581547431813637,CD83
1403,CD34(,0.00016147918290483474,CD34(
3420,EZH2i,0.0001613628054120211,EZH2i
41,Socs3,0.00016125118269330328,Socs3
4428,myeloid transcription factor,0.00015794814084515196,myeloid transcription factor
1574,EP4,0.00015615979230306117,EP4
2304,LMO2,0.00015497407664002353,LMO2
322,colony-stimulating factor 1,0.0001548662241624991,colony-stimulating factor 1
2806,myeloid zinc finger 1,0.0001528337389888419,myeloid zinc finger 1
2312,interleukin (IL)-10,0.00015194762468142173,interleukin (IL)-10
4205,Anti-,0.0001516350895340805,Anti-
3666,CD3,0.00014883512148246907,CD3
1090,programmed cell death 1,0.00014813232008590473,programmed cell death 1
1886,WHSC1,0.00014797899370086004,WHSC1
1667,histone demethylases,0.00014570775304094616,histone demethylases
2155,SFK,0.00014397118330433523,SFK
5010,AML1,0.00014241908921111722,AML1
749,MAPKAPK2,0.00014003814703816673,MAPKAPK2
1747,CCL21,0.0001386862970178901,CCL21
2268,CD16,0.00013762479861893868,CD16
487,CSF2RA,0.00013577765201834457,CSF2RA
2507,CCRK,0.0001350311191660079,CCRK
2646,MEIS1,0.0001329007299436525,MEIS1
3265,granzyme-B,0.00013279664953739449,granzyme-B
2308,Nod1,0.00012728444579230706,Nod1
2176,protein kinase B,0.0001269483291176265,protein kinase B
3732,IRF-1,0.00012616270659600277,IRF-1
571,isocitrate dehydrogenase 1,0.00012614041142248347,isocitrate dehydrogenase 1
779,Hypoxia-inducible factor-1,0.00012600247418166673,Hypoxia-inducible factor-1
2858,2-oxoglutarate-dependent dioxygenases,0.00012592249827560618,2-oxoglutarate-dependent dioxygenases
2740,FMS-like tyrosine kinase 3,0.00012534435242083662,FMS-like tyrosine kinase 3
346,ERK5 S496A,0.00012453976441380906,ERK5 S496A
2182,CD8+ T cell,0.00012371680438831524,CD8+ T cell
1904,Ldlr,0.00012366959985436773,Ldlr
257,apolipoprotein E,0.0001206679136147997,apolipoprotein E
4912,T-cell receptor,0.00012003954627625496,T-cell receptor
469,H3K9,0.00011966648361164993,H3K9
1764,METTL3,0.00011853126436665244,METTL3
2179,CD64,0.00011810138554791952,CD64
1700,BTK,0.00011775758489309471,BTK
1106,mTORC2,0.00011728152141497966,mTORC2
4756,Nod2,0.00011685466724483915,Nod2
4049,SDF1,0.00011515691879412675,SDF1
2845,CCR1,0.00011505782712891396,CCR1
984,X-box binding protein 1,0.00011490309357805647,X-box binding protein 1
599,PDGFR,0.0001138161741542401,PDGFR
1220,STAT6,0.00011378773664054708,STAT6
4456,protein kinase C,0.00011345169791989974,protein kinase C
2876,signal transducer and activator of transcription 3,0.00011330970037101193,signal transducer and activator of transcription 3
4053,Mutant IDH,0.00011313657220787692,Mutant IDH
2395,IL-23,0.00011275156563080773,IL-23
964,MAF,0.00011150253762285798,MAF
4886,LIN28,0.00011130146527628078,LIN28
1179,IRF,0.00011066311047466939,IRF
3455,tumor-specific TCR,0.00011029829291119014,tumor-specific TCR
1017,activating transcription factor 3,0.00010948788369353701,activating transcription factor 3
3964,Scl,0.0001080806523131571,Scl
913,receptor,0.00010679533919284761,receptor
4218,IRAK1,0.00010592945476320331,IRAK1
3864,SCF,0.00010555733165952968,SCF
1313,mutant IDH,0.00010530310090242342,mutant IDH
84,S100A8,0.00010112375901160926,S100A8
459,MERTK,0.0001008240628091867,MERTK
2989,BCL-2 family members,0.00010080368149338908,BCL-2 family members
28,LDHA,9.909233643881795e-05,LDHA
1630,p62,9.878564968355585e-05,p62
988,C-type lectin receptors,9.753812320392937e-05,C-type lectin receptors
350,oxidized LDL,9.648368782312321e-05,oxidized LDL
3376,neu,9.379070786809172e-05,neu
9,interleukin (IL)-4,9.333692177806218e-05,interleukin (IL)-4
446,ITD,9.265159959843402e-05,ITD
526,LSL-KrasG12D/+,9.214999512044457e-05,LSL-KrasG12D/+
4258,CD19(+,9.138496989513631e-05,CD19(+
2212,IDH mutant,9.136853034231993e-05,IDH mutant
4202,MMP,8.854372206143203e-05,MMP
2527,IRAK2,8.851290679057181e-05,IRAK2
2140,CD103+,8.776761209223196e-05,CD103+
725,PARPi,8.754884533930842e-05,PARPi
414,SDC-1,8.51509242609695e-05,SDC-1
1997,CD163hi,8.484502165840588e-05,CD163hi
3659,arginase I,8.335261960938658e-05,arginase I
4057,IDH mutations,8.239567614122389e-05,IDH mutations
4893,C/EBPs,8.189568854594113e-05,C/EBPs
1096,CD8(,8.157038410870912e-05,CD8(
1634,nitric oxide synthase 2,8.144531148513614e-05,nitric oxide synthase 2
1621,Cxcl10,8.11331849687741e-05,Cxcl10
4108,NFAT,8.089130385676405e-05,NFAT
3851,CCR5,8.082446588149222e-05,CCR5
3054,Toll-interacting protein,8.0698425569746e-05,Toll-interacting protein
2543,MLL-AF4,7.858442575950562e-05,MLL-AF4
3642,IL-7,7.702610795588585e-05,IL-7
2799,histone proteins,7.625288694577498e-05,histone proteins
2265,V-domain Ig suppressor of T cell activation,7.623415977040196e-05,V-domain Ig suppressor of T cell activation
532,KDR,7.571284830343387e-05,KDR
305,myeloid Syk,7.559664118537411e-05,myeloid Syk
2382,Tyrosine Kinase,7.443968690448168e-05,Tyrosine Kinase
831,H3K9me3,7.44112460203979e-05,H3K9me3
212,CD1c,7.288013106983404e-05,CD1c
2086,Yap,7.264020543827297e-05,Yap
2998,Interleukin-6,7.24426755253976e-05,Interleukin-6
845,major histocompatibility complex,7.214717136897774e-05,major histocompatibility complex
3785,MTOR,7.179969690496704e-05,MTOR
1023,Fc receptor,7.101726139707106e-05,Fc receptor
2460,CD123,7.026791760153978e-05,CD123
3226,TRAM,6.964422158407575e-05,TRAM
5051,TNF-alpha,6.962844426321384e-05,TNF-alpha
826,CXCL3,6.942033630387629e-05,CXCL3
144,MHCII,6.860392810557181e-05,MHCII
869,CD15,6.857933741784332e-05,CD15
1656,Tnf,6.742940936899997e-05,Tnf
4330,A20,6.722177827610589e-05,A20
4366,Toll,6.635590007996298e-05,Toll
4369,TBK1,6.635590007996298e-05,TBK1
2878,IDO1,6.426347340688371e-05,IDO1
2376,CCR2+,6.371086498120218e-05,CCR2+
2879,pyruvate dehydrogenase kinase,6.295537559838748e-05,pyruvate dehydrogenase kinase
2880,PDK,6.295537559838748e-05,PDK
264,CCL8,6.285249520995636e-05,CCL8
2276,NOS2,6.019454976041993e-05,NOS2
209,CD4+ T,5.9425127074751717e-05,CD4+ T
4118,Foxp3(+),5.631180403917385e-05,Foxp3(+)
1437,K-ras-mutant,5.424604066545326e-05,K-ras-mutant
70,cGAS,5.341282582461611e-05,cGAS
2005,Dusp1,5.303709185006086e-05,Dusp1
3960,BCR-,5.247011047121387e-05,BCR-
57,Immunoglobulin-like transcript 4,5.1714553108469324e-05,Immunoglobulin-like transcript 4
3664,PD-L2,5.1471637702766145e-05,PD-L2
316,arginase1,4.8012883885817904e-05,arginase1
1718,Pbx1,4.71084478330666e-05,Pbx1
1562,CTLA4,4.6876197714225854e-05,CTLA4
3437,IL-8,4.6270296283485094e-05,IL-8
436,OX40,4.6018520728029434e-05,OX40
2148,triggering receptor expressed on myeloid cells 2,4.551151397828694e-05,triggering receptor expressed on myeloid cells 2
503,Brca1,4.347263837358964e-05,Brca1
3719,lal-,4.331424608254636e-05,lal-
3721,lal,4.331424608254636e-05,lal
3725,Rab7,4.331424608254636e-05,Rab7
727,matrix metalloproteinases,4.2914138393633334e-05,matrix metalloproteinases
728,MMPs,4.2914138393633334e-05,MMPs
1733,miR-210,4.271723316584101e-05,miR-210
337,K-ras,4.26060108722732e-05,K-ras
1387,interleukin (IL)-12,4.235098994318885e-05,interleukin (IL)-12
13,anti-PD-L1 antibody,4.160954360087266e-05,anti-PD-L1 antibody
1818,cytotoxic T lymphocyte antigen-4,3.916953615277742e-05,cytotoxic T lymphocyte antigen-4
476,T cell receptor,3.764463639840574e-05,T cell receptor
2168,CD11b+,3.7314489591137924e-05,CD11b+
4112,IL-17,3.718063289067537e-05,IL-17
3644,PDL1,3.6124242167437614e-05,PDL1
3356,IL-1R1,3.60367792317418e-05,IL-1R1
3018,focal adhesion kinase,3.5785705497101206e-05,focal adhesion kinase
4231,IL12,3.521481322833519e-05,IL12
3051,extracellular signal-regulated kinase,3.4611630757646415e-05,extracellular signal-regulated kinase
2149,Nox2,3.4392248764835654e-05,Nox2
1300,HOXA5,3.405248433310353e-05,HOXA5
1302,HOXA10,3.405248433310353e-05,HOXA10
1303,LCOR,3.405248433310353e-05,LCOR
876,SPP1,3.3070571191482784e-05,SPP1
3920,MHCI,3.2251887756420933e-05,MHCI
444,MLL-,3.100370227512602e-05,MLL-
4359,IL-1 receptor-associated kinase (IRAK) 4,3.083306817105362e-05,IL-1 receptor-associated kinase (IRAK) 4
4373,TAK1,3.083306817105362e-05,TAK1
1580,anti-PD-1 antibody,3.080241818381866e-05,anti-PD-1 antibody
3033,TRAF6,2.8504143944814547e-05,TRAF6
3034,IKK,2.8504143944814547e-05,IKK
2643,H3K79,2.7517135294836394e-05,H3K79
108,Zhx2,2.719752266837915e-05,Zhx2
560,alarmin S100A9,2.6292205921381853e-05,alarmin S100A9
437,IFNAR,2.6132509373408307e-05,IFNAR
2275,"indoleamine 2,3-dioxygenase",2.3955932835993943e-05,"indoleamine 2,3-dioxygenase"
1535,CCL17,2.372102343626821e-05,CCL17
90,S100,2.3551400509560845e-05,S100
86,alarmin,2.3551400509560845e-05,alarmin
2814,colony stimulating factor-1 receptor,2.3078575715138728e-05,colony stimulating factor-1 receptor
69,cyclic GMP-AMP synthase,2.307087677584342e-05,cyclic GMP-AMP synthase
85,A9,2.270490616432433e-05,A9
1618,interferon-,2.2050895639104894e-05,interferon-
1053,CAR-,2.004118158856296e-05,CAR-
1762,CSF1 receptor,1.9774142980954395e-05,CSF1 receptor
1682,myeloid differentiation factor 88,1.769729568890153e-05,myeloid differentiation factor 88
1165,CD47,1.6772978333445036e-05,CD47
472,superoxide dismutase,1.6520255809473035e-05,superoxide dismutase
4774,myeloid differentiation primary response gene 88,1.5996481380586147e-05,myeloid differentiation primary response gene 88
1648,Philadelphia,1.5883363742118955e-05,Philadelphia
1133,Nlrp3(-/-),1.5720115292471894e-05,Nlrp3(-/-)
3562,colony-stimulating factor-1 receptor,1.550362724986512e-05,colony-stimulating factor-1 receptor
1988,hypoxia-inducible factors,1.4330015372912256e-05,hypoxia-inducible factors
2774,Yamanaka factors,1.431586111895866e-05,Yamanaka factors
4910,GATA-,1.2708914370497491e-05,GATA-
3314,MHC class II,1.2357715082558133e-05,MHC class II
3443,hypoxia inducible factor-1,1.092679534830999e-05,hypoxia inducible factor-1
4558,CD34(+),9.919845723415806e-06,CD34(+)
2777,OSKM,7.785753735769397e-06,OSKM
1967,Ccl19,7.571270147484658e-06,Ccl19
2611,CD18,7.319354949224878e-06,CD18
3651,Axl receptor tyrosine kinase,6.291876494159723e-06,Axl receptor tyrosine kinase
3650,Axl,6.291876494159723e-06,Axl
3466,PD-1+,5.549152867984089e-06,PD-1+
2914,RUNX1 locus,4.123697183031809e-06,RUNX1 locus
4490,TRP2,3.777688616927321e-06,TRP2
4233,cytidine deaminase,3.187727165407125e-06,cytidine deaminase
2114,anti,1.7532352525109643e-06,anti
1076,myeloperoxidase,1.445664295001815e-06,myeloperoxidase
2047,FLT3-internal tandem duplication,1.2396716754361043e-06,FLT3-internal tandem duplication
3774,let-7,8.500605774419e-07,let-7
3770,LIN28B,8.500605774419e-07,LIN28B
3767,TGF-1,6.375454330814251e-07,TGF-1
511,RUNX1T1,4.856521756879412e-07,RUNX1T1
3367,isocitrate dehydrogenases,0.0,isocitrate dehydrogenases
3711,Triggering Receptor Expressed on Myeloid Cells-1,0.0,Triggering Receptor Expressed on Myeloid Cells-1
3533,menin,0.0,menin
3431,ICI,0.0,ICI
3532,Menin,0.0,Menin
3308,WDR5,0.0,WDR5
3718,lysosomal acid lipase,0.0,lysosomal acid lipase
3717,Endothelial Rab7 GTPase,0.0,Endothelial Rab7 GTPase
3701,Oct3/4,0.0,Oct3/4
3762,Nod-like receptor family protein 3,0.0,Nod-like receptor family protein 3
3558,lysosomal Ca2+ channel,0.0,lysosomal Ca2+ channel
3444,leukocyte,0.0,leukocyte
3354,AMPK1,0.0,AMPK1
3556,erk5,0.0,erk5
3712,human Mf,0.0,human Mf
3715,Ab,0.0,Ab
3907,cyclin-dependent kinase 4,0.0,cyclin-dependent kinase 4
3713,triggering receptor expressed on myeloid cells (TREM)-1,0.0,triggering receptor expressed on myeloid cells (TREM)-1
3714,Ig-like immunoregulatory receptor family,0.0,Ig-like immunoregulatory receptor family
3555,extracellular-regulated protein kinase 5,0.0,extracellular-regulated protein kinase 5
3705,sirtuin-1,0.0,sirtuin-1
3529,acetyl-CoA carboxylase (ACC) 1 and 2,0.0,acetyl-CoA carboxylase (ACC) 1 and 2
3935,Mechanistic Target of Rapamycin,0.0,Mechanistic Target of Rapamycin
3939,Dot,0.0,Dot
3760,EBV latent membrane protein 1,0.0,EBV latent membrane protein 1
3525,MiR-3662,0.0,MiR-3662
3771,let-7a miRNA,0.0,let-7a miRNA
3450,v-akt murine thymoma viral oncogene homolog,0.0,v-akt murine thymoma viral oncogene homolog
3904,tuberous sclerosis 2,0.0,tuberous sclerosis 2
3941,SREPB1/2,0.0,SREPB1/2
3905,Tsc2,0.0,Tsc2
3560,Mcoln1,0.0,Mcoln1
3940,Icm,0.0,Icm
3526,miR-3662,0.0,miR-3662
3449,extracellular signal-regulated kinase 1/2,0.0,extracellular signal-regulated kinase 1/2
3936,Serum Response Element Binding Protein 1 and 2,0.0,Serum Response Element Binding Protein 1 and 2
3448,signal transducer and activator of transcription 1,0.0,signal transducer and activator of transcription 1
3303,immune gene-priming lncRNAs,0.0,immune gene-priming lncRNAs
3447,CCR1+,0.0,CCR1+
3559,mucolipin-1,0.0,mucolipin-1
3938,Myeloid differentiation primary response gene 88,0.0,Myeloid differentiation primary response gene 88
3446,CCL15,0.0,CCL15
3906,TSC2,0.0,TSC2
3937,SREBP1/2,0.0,SREBP1/2
3933,Interferon regulatory factor 5,0.0,Interferon regulatory factor 5
3720,mammalian,0.0,mammalian
3530,ACC2,0.0,ACC2
3534,trithorax,0.0,trithorax
3930,Poly(I,0.0,Poly(I
3763,P-p65,0.0,P-p65
3435,IL,0.0,IL
3542,trithorax complexes,0.0,trithorax complexes
3307,WD repeat-containing protein 5,0.0,WD repeat-containing protein 5
3549,PROS1,0.0,PROS1
3704,6PGD,0.0,6PGD
3709,Tgfb2,0.0,Tgfb2
3306,UMLILO,0.0,UMLILO
3353,BNIP3,0.0,BNIP3
3922,TADC,0.0,TADC
3914,PRL-3,0.0,PRL-3
3708,TGF-2,0.0,TGF-2
3766,TGF-1 Gene,0.0,TGF-1 Gene
3545,Macrophage-Derived Protein S,0.0,Macrophage-Derived Protein S
3909,MLL rearrangements,0.0,MLL rearrangements
3915,PTP4A3,0.0,PTP4A3
3706,oncogenic FLT3 kinase,0.0,oncogenic FLT3 kinase
3546,tyrosine kinase receptors,0.0,tyrosine kinase receptors
3548,Protein S,0.0,Protein S
3434,CD62Ldim,0.0,CD62Ldim
3918,LIN28B protein,0.0,LIN28B protein
3433,CD16high,0.0,CD16high
3768,TAg,0.0,TAg
3917,let-7 mRNA family,0.0,let-7 mRNA family
3916,PRL-3 phosphatase,0.0,PRL-3 phosphatase
3547,TYRO3,0.0,TYRO3
3541,PHGDH promoter,0.0,PHGDH promoter
3540,SSP,0.0,SSP
3550,TAM receptors,0.0,TAM receptors
3451,programmed cell death-ligand 1,0.0,programmed cell death-ligand 1
3932,IRF5,0.0,IRF5
3536,lysine methyltransferase 2A,0.0,lysine methyltransferase 2A
3537,MLL1 protein,0.0,MLL1 protein
3538,SSP genes,0.0,SSP genes
3929,RB6-8C5,0.0,RB6-8C5
3304,IPLs,0.0,IPLs
3928,Poly(I:C,0.0,Poly(I:C
3927,IL15,0.0,IL15
3441,TLR4fl/fl,0.0,TLR4fl/fl
3440,LysM-Cre+/-/,0.0,LysM-Cre+/-/
3764,GLUT1 protein,0.0,GLUT1 protein
3926,Arg-1,0.0,Arg-1
3552,12/15-lipoxygenase,0.0,12/15-lipoxygenase
3911,pre,0.0,pre
3925,Poly(I:C),0.0,Poly(I:C)
3924,anti-MDSC antibody RB6-8C5,0.0,anti-MDSC antibody RB6-8C5
3305,IPL,0.0,IPL
3912,Activator Protein 1,0.0,Activator Protein 1
3539,PSPH,0.0,PSPH
3703,6-phosphogluconate dehydrogenase,0.0,6-phosphogluconate dehydrogenase
3368,IDH1 R132H mutation,0.0,IDH1 R132H mutation
3551,Pros1,0.0,Pros1
3805,LEC genes,0.0,LEC genes
3516,abl,0.0,abl
3522,Tnfaip8l2,0.0,Tnfaip8l2
3972,BMP,0.0,BMP
3484,ABLp210,0.0,ABLp210
3748,keyhole limpet haemocyanin,0.0,keyhole limpet haemocyanin
3486,FoxM1,0.0,FoxM1
3358,IRAK1/4,0.0,IRAK1/4
3976,transcription factor Klf4,0.0,transcription factor Klf4
3975,AdvSca1,0.0,AdvSca1
3296,Ccrk,0.0,Ccrk
3465,Kras mutant,0.0,Kras mutant
3361,Ptf1aCre/+,0.0,Ptf1aCre/+
3487,Liver X receptors,0.0,Liver X receptors
3488,LXRs,0.0,LXRs
3489,LDL receptor,0.0,LDL receptor
3749,KLH,0.0,KLH
3490,LDLR,0.0,LDLR
3301,G-csf,0.0,G-csf
3971,Gfi1 genes,0.0,Gfi1 genes
3750,Anti-CTLA-,0.0,Anti-CTLA-
3738,Jagged,0.0,Jagged
3491,LXR-S196A,0.0,LXR-S196A
3970,Hhex,0.0,Hhex
3969,Kit+,0.0,Kit+
3492,protooncogene FoxM1,0.0,protooncogene FoxM1
3968,acetylcholinesterase,0.0,acetylcholinesterase
3493,LXR-,0.0,LXR-
3463,IFN-R,0.0,IFN-R
3966,Runx1,0.0,Runx1
3494,S196A,0.0,S196A
3751,Cox-2,0.0,Cox-2
3297,4E-,0.0,4E-
3480,cmyb,0.0,cmyb
3978,H3K27me3 targets,0.0,H3K27me3 targets
3295,cell cycle-related kinase,0.0,cell cycle-related kinase
3288,RING1A/B,0.0,RING1A/B
3471,rIL-7,0.0,rIL-7
3745,receptor tyrosine kinase,0.0,receptor tyrosine kinase
3472,OVA Ag,0.0,OVA Ag
3474,miR-130a,0.0,miR-130a
3289,KDM2B,0.0,KDM2B
3475,miR-145,0.0,miR-145
3988,Isocitrate dehydrogenase 1 and 2,0.0,Isocitrate dehydrogenase 1 and 2
3290,BCL6 corepressor,0.0,BCL6 corepressor
3742,anti-Jagged1/2,0.0,anti-Jagged1/2
3469,agonist &alpha;-Notch 2 antibody,0.0,agonist &alpha;-Notch 2 antibody
3741,Jagged1/2,0.0,Jagged1/2
3740,anti-Jagged,0.0,anti-Jagged
3739,CTX014,0.0,CTX014
3987,GLS1 splicing variants,0.0,GLS1 splicing variants
3986,GAC,0.0,GAC
3291,BCLRL1,0.0,BCLRL1
3293,PRC1.1,0.0,PRC1.1
3985,glutaminase C,0.0,glutaminase C
3984,KGA,0.0,KGA
3983,GLS1,0.0,GLS1
3982,GLS isoenzymes,0.0,GLS isoenzymes
3981,GLS,0.0,GLS
3476,TGF receptor II,0.0,TGF receptor II
3980,Glutaminase,0.0,Glutaminase
3477,TRII,0.0,TRII
3747,anti-CTLA-4 mAb,0.0,anti-CTLA-4 mAb
3478,type 2 cytokines,0.0,type 2 cytokines
3468,chicken ovalbumin,0.0,chicken ovalbumin
3362,Tgfbr2flox/flox,0.0,Tgfbr2flox/flox
3460,myeloid-related protein S100A9,0.0,myeloid-related protein S100A9
3495,M-S196ALdlr-,0.0,M-S196ALdlr-
3470,rFlt3L,0.0,rFlt3L
3364,Hypoxia-inducible factor,0.0,Hypoxia-inducible factor
3954,tumor-necrosis-factor-alpha,0.0,tumor-necrosis-factor-alpha
3953,Caspase9,0.0,Caspase9
3512,interleukin-15,0.0,interleukin-15
3952,human CD33,0.0,human CD33
3365,HIF-,0.0,HIF-
3726,late endosome/lysosome-associated small GTPase,0.0,late endosome/lysosome-associated small GTPase
3513,Wilms tumor 1,0.0,Wilms tumor 1
3514,CD40Lhigh,0.0,CD40Lhigh
3724,lal-/-,0.0,lal-/-
3951,Caspase9 suicide gene,0.0,Caspase9 suicide gene
3723,lysosomal,0.0,lysosomal
3950,CD33 myeloid antigen,0.0,CD33 myeloid antigen
3759,LMP1,0.0,LMP1
3949,Anti-CD33,0.0,Anti-CD33
3515,bcr,0.0,bcr
3699,R693X mutation,0.0,R693X mutation
3947,Chi3l3,0.0,Chi3l3
3946,TSG6+/+,0.0,TSG6+/+
3722,monocyte chemoattractant protein 1,0.0,monocyte chemoattractant protein 1
3945,TSG6-/-,0.0,TSG6-/-
3944,TSG6,0.0,TSG6
3453,mucin domain-,0.0,mucin domain-
3943,TNF-stimulated gene-6,0.0,TNF-stimulated gene-6
3519,TNFAIP8L2,0.0,TNFAIP8L2
3520,TNFAIP8 family members,0.0,TNFAIP8 family members
3452,immunoglobulin domain,0.0,immunoglobulin domain
3521,TIPE2,0.0,TIPE2
3757,MLL fusion proteins,0.0,MLL fusion proteins
3955,programmed-death-ligand-1,0.0,programmed-death-ligand-1
3956,BCL,0.0,BCL
3499,Tp53,0.0,Tp53
3500,Pdx1,0.0,Pdx1
3753,mechanistic target of rapamycin complex 1,0.0,mechanistic target of rapamycin complex 1
3735,granulocyte-macrophage-colony stimulating,0.0,granulocyte-macrophage-colony stimulating
3733,anti-CTLA-4 antibodies,0.0,anti-CTLA-4 antibodies
3298,BP1,0.0,BP1
3501,Flp,0.0,Flp
3731,granzymeB+,0.0,granzymeB+
3754,macrophage colony-stimulating factor,0.0,macrophage colony-stimulating factor
3457,Nuclear factor (erythroid-derived 2)-like 2,0.0,Nuclear factor (erythroid-derived 2)-like 2
3730,diphtheria toxin,0.0,diphtheria toxin
3502,myeloid-targeting Lyz2,0.0,myeloid-targeting Lyz2
3299,S6K,0.0,S6K
3729,EP1-,0.0,EP1-
3962,Ph1,0.0,Ph1
3357,Ag,0.0,Ag
3503,Notch2-IC,0.0,Notch2-IC
3504,Rbpj,0.0,Rbpj
3755,M-CSF receptor,0.0,M-CSF receptor
3507,b3a2 peptide,0.0,b3a2 peptide
3961,ABL oncogene,0.0,ABL oncogene
3509,b3a2 peptide-specific TCR,0.0,b3a2 peptide-specific TCR
3300,SREBP1,0.0,SREBP1
3728,Diphtheria toxin,0.0,Diphtheria toxin
3510,CD40 ligand,0.0,CD40 ligand
3511,CD40L,0.0,CD40L
3958,iC9,0.0,iC9
3957,CAR.CD33,0.0,CAR.CD33
3700,ASXL1 gene,0.0,ASXL1 gene
3900,microsomal PGE2 synthase 1,0.0,microsomal PGE2 synthase 1
3564,gene encoding Fms-related tyrosine kinase 3,0.0,gene encoding Fms-related tyrosine kinase 3
3840,phosphodiesterases 1 and 3,0.0,phosphodiesterases 1 and 3
3342,HAdV-C5 E1A,0.0,HAdV-C5 E1A
3791,human adeno-associated virus integration site 1,0.0,human adeno-associated virus integration site 1
3623,GADD45B,0.0,GADD45B
3838,equilibrative nucleoside transporter 1,0.0,equilibrative nucleoside transporter 1
3622,Gadd45b,0.0,Gadd45b
3839,ecto-nucleotide pyrophosphatase/,0.0,ecto-nucleotide pyrophosphatase/
3841,CD157,0.0,CD157
3632,interferon gamma receptor 1 or 2,0.0,interferon gamma receptor 1 or 2
3374,DHODH,0.0,DHODH
3397,MLL3,0.0,MLL3
3842,CD39-/-,0.0,CD39-/-
3843,pyrophosphatases,0.0,pyrophosphatases
3844,A2a receptor,0.0,A2a receptor
3845,A2aR,0.0,A2aR
3837,pannexin-1,0.0,pannexin-1
3329,Caspase,0.0,Caspase
3836,connexin37,0.0,connexin37
3835,connexin43,0.0,connexin43
3625,p16INK4a,0.0,p16INK4a
3626,p21CIP1,0.0,p21CIP1
3834,ectonucleotidases,0.0,ectonucleotidases
3330,Caspase-3,0.0,Caspase-3
3395,major histocompatibility complex molecules,0.0,major histocompatibility complex molecules
3627,E-Myc,0.0,E-Myc
3629,Nudt21,0.0,Nudt21
3394,Programed death-1,0.0,Programed death-1
3831,EVI-1,0.0,EVI-1
3830,NPM1 mutation,0.0,NPM1 mutation
3331,topoisomerase II,0.0,topoisomerase II
3631,IFNR1,0.0,IFNR1
3846,A2b receptor,0.0,A2b receptor
3847,A2bR,0.0,A2bR
3848,interleukin-,0.0,interleukin-
3856,Rab7 GTPase protein,0.0,Rab7 GTPase protein
3612,Phosphoenolpyruvate carboxykinase,0.0,Phosphoenolpyruvate carboxykinase
3861,S6,0.0,S6
3323,Mirt2,0.0,Mirt2
3860,mTOR N,0.0,mTOR N
3859,GST,0.0,GST
3324,THRIL,0.0,THRIL
3858,HD1A,0.0,HD1A
3614,MRP-14,0.0,MRP-14
3615,myeloid-related protein (MRP)-14 mRNA,0.0,myeloid-related protein (MRP)-14 mRNA
3857,small-molecular-weight GTPase,0.0,small-molecular-weight GTPase
3616,MRP-14 protein,0.0,MRP-14 protein
3402,enhancer of trithorax and,0.0,enhancer of trithorax and
3617,P-selectin,0.0,P-selectin
3325,MALAT1,0.0,MALAT1
3401,sex comb-like 1,0.0,sex comb-like 1
3849,adenosine receptor,0.0,adenosine receptor
3855,Rab7 GTPase,0.0,Rab7 GTPase
3326,lincRNA-21,0.0,lincRNA-21
3618,Platelet,0.0,Platelet
3620,GADD45,0.0,GADD45
3343,myeloid,0.0,myeloid
3853,immune CCR5,0.0,immune CCR5
3399,histone H3K4,0.0,histone H3K4
3852,ccl5,0.0,ccl5
3789,UCOE,0.0,UCOE
3790,zinc finger nuclease,0.0,zinc finger nuclease
3673,Human Proteinase 3,0.0,Human Proteinase 3
3621,NF-B effector molecule,0.0,NF-B effector molecule
3398,MLL4,0.0,MLL4
3670,high mobility group box 1,0.0,high mobility group box 1
3902,15-PGDH,0.0,15-PGDH
3799,hyaluronan receptor-1,0.0,hyaluronan receptor-1
3800,LYVE-1,0.0,LYVE-1
